date,text,stars
9/9/2023,"I have had this for 6 months now. It doesn't keep ice cold as long as it did when I first got it. I never put it in the dishwasher. I love the grooved handle! I looked at many other 40 oz cups and wasn't able to find a single other one like this. It may not keep ice as cold as long as the name brand but is way cheaper and that handle wins! Let's also mention the interchangeable top. Happy accident I discovered that the lids for all my ozark trail 30oz tumblers fit in this!! I am not a huge fan of screw on lids in general, so this was awesome!!!",4 out of 5 stars review
3/2/2023,"This is a nice big cup!! I love the Ozark Trail tumblers and the handle on this one is very handy.  It's a 40oz mug so when it's got coffee or water or whatever you enjoy, it can be pretty heavy.  
The weight when full is 3.77 lbs so buy 2 of these and work out both your arms.  ;-) 
I was hoping the piece on the lid would be able to close off the drink hole to prevent spills, but it's not water-tight. 
I love the flexible end, connected to the included straw. It's soft and bends without cutting off the flow of coffee, water, sparkling water, or whatever.  You can use the tumbler with or without the straw.  Works well as a stirring stick, too. 
The base is a good size to fit in my car cup-holder.  Only thing I didn't like was the straw was o...",4 out of 5 stars review
1/24/2024,"I love the scent of this candle. I just wish it was stronger. I've bought them before with a lid on the jar and they seem to smell better. This one just has a little cardboard circle over the top and I don't think it has a strong scent, but for the value price of five dollars I am very pleased and will continue to purchase it when it is on sale.",4 out of 5 stars review
1/20/2024,"For the price point this is a great cup. I love the vibrant pink color, the handle is very comfortable to hold (I've had others that weren't) and I like how the straw is a softer material. The one downside is I have to refill the ice a couple of times a day bc it does melt. The water is still cold, though.",4 out of 5 stars review
2/11/2024,I love my cup two bottles of water can fit and it's affordable. I will say it has encouraged me to drink at least 4 bottles of water a day,4 out of 5 stars review
12/6/2023,"It's  not too heavy. I love the silicone straw.I love the twist top lid. Except it's not quite centered(like holding the handle). If I was just sipping it, it would get on my nerves. But since I use the straw it's not a bother.",4 out of 5 stars review
2/18/2024,"kept a drink cold for 24 hours, still bits of ice inside. seems sturdy, handle.is hughenough it fits in my cup holder. The colors are vivid and dont blend as well as I was expecting, but at theendof the day its just a cup!",4 out of 5 stars review
2/9/2024,"it is a good size, color is cute but the texture is a type that stains too easily. not spill proof so you need to be careful when carrying it around. keepa ice for a longer time",4 out of 5 stars review
2/17/2024,"My only downside to this is it doesn't fit in the cup holder in my car. Like at all. But for the price it's a great cup, holds ice overnight and has seriously helped with my water intake.",4 out of 5 stars review
2/10/2024,"Great size for cup, keeps drinks cold for hours. The straw could be better it came apart first hand wash. It has a removable piece impossible to reattach.",4 out of 5 stars review
2/17/2024,"I love that I could put ice in it %26 24 hours later, the ice is still there!! My problem with this tumbler is that it is too big and too heavy. I just ordered a 24 oz tumbler.",4 out of 5 stars review
2/2/2024,I like that it keeps the ice cold for a long time. I don't like that it is top heavy. I'm afraid that it will fall over on to my carpet next to my bed while I'm sleeping.,4 out of 5 stars review
11/25/2023,"Want a GREAT dupe for those thermal cups named after a gentleman?  Here's my review

Pros: Arrived quicker than estimated delivery time %26 as pictured, no chips in coating.  Holds 40 oz. and keeps drinks ice cold for 6-8 hours before ice starts to melt.  Keeps hot drinks hot for 4-5 hours.  Fits in standard cup holders %26 is lightweight.
Cons:My sole criticism of this cup is the lid can stick and is difficult to screw and unscrew.  Even if your lid were to get stuck %26 you had to buy another, it'd still be well worth it as it's the same quality as that other brand for 1/3 of the price.",4 out of 5 stars review
12/14/2023,I bought this as an affordable dupe and I'm so glad I did. The Ozark brand is a quality product. This tumbler holds my water cold for hours. It's sturdy but not too heavy. I love the handle option and the two opening options - straw or direct drink. Such a great tumbler!,4 out of 5 stars review
11/10/2023,"This is my second ozark trail tumbler. I love the feeling of the outside of the cup, it's not glossy and it's just very different. Maybe matte or velvety. I love the silicone attachment on the straw. I always bite my straws and it's so much nicer on my teeth. Ice stays about half the day I think, and I haven't put it in the dishwasher. I was excited with this one, hoping it would hold ice longer but oh well. I still really love the cup!",4 out of 5 stars review
11/17/2023,"I like this bottle. I've had several. This seems to be holding up well. It's sturdy and does well in the dishwasher. The only issue I have is the straw. It's plastic on the drinking end but doesn't have a way to seal it keep it from leaking or from getting inside the straw. Unless I'm missing a piece, but otherwise it's great. It's a little more expensive than I would have liked.",4 out of 5 stars review
11/22/2023,"I originally ordered this on the pink/ white for myself to always have plenty of cold water on hand. I haven't really 7sed it for holt beverages. My don liked ot so much I got him this black one and he doesn't like ice but it still keeps his drinks cold. The only reason O took off 1 star is the straw. its 2/3 plastic and top is this odd silicone. . my son just doesn't use his but i got somewhat used to it but have ordered some plastic straws instead. But overall excellent quality. Do watch  the handle mine came loose when holding it while opening the lid, but not enough to damage it. Will probably buy more for small gifts",4 out of 5 stars review
11/3/2023,"Paint already chipping after hand washing before first use. Needs an excessive amount of ice or it melts quickly. Does keep the drink cold but ice doesn't really last. Overall, for the price it isn't bad. Haven't knocked it over so no idea if it spills easily",4 out of 5 stars review
1/2/2024,"There were a few tiny scratches I saw after taking it out of the box from shipping but, otherwise, it make a great teacher gift for my child's teacher.",4 out of 5 stars review
1/21/2024,"I like this cup overall, but I wouldn't buy it again. The ice doesn't last super long, and the top of the straw collects lint and hair very bad. Just pay a few more dollars to get a better brand.",4 out of 5 stars review
1/7/2024,Two things I don't like about this is the fact that there's a silicone straw extender. They should've made a taller straw AND make the twist opening easier to remove for cleaning.,4 out of 5 stars review
1/17/2024,I have about 4 of these. I do not use a straw and these are perfect. Only problem they do leak from drinking home even when the twist cover is in.  Otherwise I just love them.,4 out of 5 stars review
1/19/2024,"I have both brands. I love the outside of this one much better, almost feels rubbery. Love the flexible straw too!
The lid can be challenging to screw on. Overall 4.5 stars!",4 out of 5 stars review
8/27/2023,Love this cup!! I have 3 different colors but I dropped one and broke the lid. I have tried calling Walmart and Ozark Trails to purchase a replacement but you can not order a lid or a straw. You can buy other sized lids for their other cups but not this one. Other than not being able to buy a replacement lid and straw this cup beats Stanley's cups out of the water!!!,4 out of 5 stars review
9/19/2023,"The cup itself is GREAT! I use mine daily and rarely have to refill the ice, it lasts for so long. I can probably refill the cup at least 3 times before I have to put more ice in it, and it takes me about a day to go through that much water lol 

I only gave it a 4 star because my cup didn't get shipped with a straw so I had to wait a week before my order of straws came from Amazon.",4 out of 5 stars review
7/24/2023,"The cold keeping power of the tumbler is great. There are only two things that earned a four star rating instead of a five star rating from me. The first is the fact that it arrived with a small dent and smudge on it from the package condition of the FedEx delivery. The second is the straw is the usual large hard plastic, but to compensate for the extra height of the tumbler, a rubberized piece has been added for length. I'm not sure if this will last without splitting. Overall, it is a quality piece.",4 out of 5 stars review
8/10/2023,"LOVE this water bottle. Stays cold all day, ice doesn't melt, and it doesn't spill easily. Just as good as a Stanley imo. 4 stars, because the silicone attachment on the straw isn't ideal. It flattens when I drink through the straw. Otherwise, perfection!",4 out of 5 stars review
8/2/2023,love the color and the handle on it. it does keep yhe drinks  cold holds ice well i can fill it ip with 12ice cubes and it lasts all day  this tumbler is better than the other one i got on isle h8 by a long shot and it wae cheaper i do wish the straw was. metal and longer,4 out of 5 stars review
8/28/2023,"I'm obsessed with the color and that this particular cup fits in my cup holder unlike the Stanley. However I don't feel like the ice kept nearly as long as my Stanley. I use it for my 12hr indoor shifts and fill it to the brim with ice at the beginning of shift and by the end it's about 1/4 full. Not terrible but honestly expected more out of the brand. Past purchases have held up to top brands I've had. Over all, great for the price!",4 out of 5 stars review
9/11/2023,"I love the volume it holds and that you don't have to refill as often. 
I would rate this cup 5 stars if ice lasted a bit longer. On the really hot days, even indoors, ice did not last 24 hours. I have not used it for hot drinks so I am I able to speak to how long it keeps drinks hot. 
For the price though, I'd recommend it.",4 out of 5 stars review
7/2/2023,"Great dupe for “the cup”. I finally snagged one of these Ozark Trail 40oz tumblers online, but ultimately returned it. I think it was sturdy and very similar in design to the other brand, but 40oz was just too large. I keep hoping Ozark Trail will put out a 30oz tumbler now. Also, would like to see additional colors.",4 out of 5 stars review
9/27/2023,Love this. Big enough to last a long time staying hot or cold. This last one was delivered with a broken lid but I called about it %26 received a discount. The kids are interchangeable so I wasn't too bothered because I have other lids. Makes me happy to try to do my part in causing less trash. Every little bit helps!,4 out of 5 stars review
8/20/2023,"The cup holds a lot of liquid and keeps it cold all day in the Texas summer heat. The handle is nice, I like the grip and it's not slippery. Easy to clean. The only drawbacks are the lid, it's very difficult to put on and take off. Even once you get the threads aligned, the straw hole ends up off center, kind of annoying. The second drawback is that there's no foam on the bottom, to keep it from sliding around or getting scratches.",4 out of 5 stars review
7/31/2023,"I purchased two of these for my daily use and love that they fit in my cup holders, hold 40oz, and the flexible stray is great.  The downsides are that it does spill out pretty easily, it doesn't keep the liquid cool for long periods of time, and the protective coating is scratching off.  I would still purchase again because of the value and convenience.",4 out of 5 stars review
10/14/2023,"It is full stainless-steel construction, with a double cup to keep drinks hot or cold for longer. It is a larger cup capacity but the bottom is necked down to fit in “standard cup” holders.

It has very special options a screw-down lid with a rubber seal and a large plastic handle so ready for adventures or day-to-day activities.",4 out of 5 stars review
8/7/2023,"Mine came pretty damaged and scratched up in the mail. The one I got from my grocery pick up was fine. 🤷🏻‍♀️ 
They keep my ice water really cold! But haven't used a Stanley to compare ? For the price difference it might be worth it. Wish they had more colors !",4 out of 5 stars review
10/12/2023,"Love the cup, just as good as the pricier ones. Only issue is that the matte coating on the cup came damaged and peeling off, I chalked it up as it is what it is but it's definitely annoying and will only get worse over time. Cosmetically it's annoying but the cup is amazing otherwise",4 out of 5 stars review
8/5/2023,"This tumbler is great! The handle is more comfortable than the expensive brand one I have. It keeps things cold just as well tho. My only complaint is the straw. I wish it had a completely hard straw instead of the two piece hard/silicone that comes with it. Overall, I highly recommend it!",4 out of 5 stars review
8/13/2023,"The cup is amazing and keeps drinks cold and I love it. However, it can be challenging to screw the lid on and I think due to that the lid is breakable. Already broke one unfortunately and there doesn't seem to be the option yet to buy a replacement lid only.",4 out of 5 stars review
2/16/2024,The tumbler is very nice and seems to be well made but the straw is missing and I had to buy one to replace it.,4 out of 5 stars review
2/20/2024,"Looks nice, sturdy, good for the price but does not have the insulation to keep things cold like Stanley or Yeti or some other brands",4 out of 5 stars review
2/18/2024,I absolutely love all 3 of the ozark tumblers I've purchased. But the last one did not have a straw and I can't find just the straw for sale.,4 out of 5 stars review
2/9/2024,"Only complaint I have is that it is hard to pull out of my cup holders due to the matte like texturing on the cup, I think.",4 out of 5 stars review
2/15/2024,"Great tumbler good value but the staw is kinda wierd, need to change for a different one.  Like you are drinking out of a hose, strange.",4 out of 5 stars review
11/13/2023,"I love the design, the color and the size of this cup. It does keep my drink cold for a while however, not as long as other cups have there is a good to keep most of it. Cool for most of the day?yes. And for $20 you can't go wrong.",4 out of 5 stars review
12/8/2023,It states that hot drinks stay hot for 6 hours but that's cap. More like three hours but other than that durability is great. I never used the straw but nice addition to the product. Hand wash if you don't want peeling.,4 out of 5 stars review
11/6/2023,Love this cup. keeps my drinks very cold. the outside finish began to peel a bit after using it every day form months but still worked great. Ice stayed cold even overnight!,4 out of 5 stars review
12/8/2023,Ice melts extremely slowly. Most people will like that but I like mine to melt so I get more water to drink. Weird quirk of mine.  Cup is pretty tall too and heavy duty. I'm sure it will last the rest of my life if the lid lasts.,4 out of 5 stars review
12/5/2023,"I really love this cup, easy to hold, light weight for the amount of ounces, but it scratches so easily. The coating is silky coating. It keeps ice melted for about 24 hours maybe.",4 out of 5 stars review
11/30/2023,"This is just like a Stanley cup but I like it better because of the colors.  Be beware it is really heavy once you have liquid in it, but that's the case no matter what tumbler you would use.  Keeps liquid cold for me too for at least 12 hours.",4 out of 5 stars review
8/21/2023,love how it looks super similar to a stanley which i didn't want to pay full price for but it's not really leak proof,4 out of 5 stars review
1/17/2024,"I love the color and it does keep my hot coffee fairly warm all day, however, its not really made to drink out of it without the straw.",4 out of 5 stars review
1/15/2024,"It doesn't keep ice frozen as long as I hoped it was, but it's come in very handy during recovery from surgery.",4 out of 5 stars review
12/30/2023,"I liked the size, that it had a handle. Keeps my beverage cold. Disliked that it is top heavy and tips over easily.",4 out of 5 stars review
1/17/2024,"Bought it for my grandma for her birthday and she loves it!! Uses it everyday and always keeps her water cool, just like she likes it.",4 out of 5 stars review
9/8/2023,Cold drinks stay cold for a very long time. The only downfall I think this product has is that the liquid leaks out of the top if it tips over. It would be nice to have a seal around the straw.,4 out of 5 stars review
10/17/2023,It's definitely not a leading brand that's 3xs as much. Keeps ice and water cold. Threw out the ridiculous silicone straw that came with the cup and replaced it. All in all the cup is good.,4 out of 5 stars review
10/9/2023,"The cup is heavy, could be a weapon in a pinch. The ice stays frozen about half of the day. I'm not sure why the straw is short, you have to dig it out. Maybe I got the wrong size sent with the 40 ounce cup.",4 out of 5 stars review
7/21/2023,Very pretty. I like the soft silicone top straw. It doesn't actually stay cold as long as my other Ozark trail tumblers though. It's also not spill proof at all. I have other tumblers that other than the straw are pretty air tight,4 out of 5 stars review
7/4/2023,"Besides the handle breaking off I love this tumbler. Debating exchanging because it fits my cupholder and the purple color is as pictured. Also, easy to clean.",4 out of 5 stars review
7/25/2023,"Keeps water cold, fits in cup holder in car and at gyms. I don't like the silicone straw attachment and have to order a plastic replacement. Overall is a cost friendly Stanley dupe that is great.",4 out of 5 stars review
10/23/2023,this doesn't have a metal handle like my Stanley but keeps my drink cold like it for half the price. I prefer this silcon straw and I wasn't sure if I would. You really will enjoy this.,4 out of 5 stars review
7/2/2023,"Good cup, but the straw was a no for me. The tip is flexible and I didn't like it. I had to order straws on Amazon.  Other tgan that it's a great Stanley dupe!",4 out of 5 stars review
7/21/2023,This thing can hold a ton of water. Perfect to take to work. The only down side is that over time the lid does not screw on properly. The hole where the straw goes is close to the handle. Otherwise it's good quality for a great price.,4 out of 5 stars review
7/17/2023,"I really like this cup. Unfortunately it did not come with the black straw as advertised, it came with a white straw. I prefer the look of the black straw.",4 out of 5 stars review
8/4/2023,keeps it cold! i like the cup a lot except that it is VERY tall and a little tough to hold from the handle but overall it's great i use it daily for my massive ices coffees.,4 out of 5 stars review
7/26/2023,Love the tumbler but it was delivered in a bag with the straw sticking up so I accidentally cut the end off the straw when I opened it.  Not as nice as the original but a good dupe.,4 out of 5 stars review
10/20/2023,These cups are good for the price. They keep drinks cold for sure. The matte finish makes stains appear easily and the handles will come loose at the slightest drop.,4 out of 5 stars review
10/2/2023,This is a great cup. The only complaint I have is it's not leak proof. The top could use a redesign to prevent this and it would be 5 star perfect! But I wouldn't let that keep me from purchasing it. Just don't knock it over. Haha,4 out of 5 stars review
8/5/2023,"It doesn't save ice very well but keeps drinks cold for a long time. Downfall is that it can/will spill if you accidentally tip it over, even the slightest bit. Amazing color and very trendy.",4 out of 5 stars review
8/24/2023,"It keeps things cold, Like every vacuum tumbler.  The handle is screwed on, so it's not the best, and the lid needs quite a few turns before being secure. But it's a good cup.",4 out of 5 stars review
8/6/2023,It's okay for the price if you're too cheap for a Stanley. Dislike how there's an opening for sipping under the straw opening that doesn't seal completely.,4 out of 5 stars review
9/13/2023,Perfect dupe!  May not be as insulated as the original but works perfectly for me which is why 4 stars instead of 5. I drink the water so fast that it doesn't need to stay cold for 48 hours. It stays cold overnight which is good enough for me.,4 out of 5 stars review
8/2/2023,This seems like a nice dupe cup! Only thing i could complain about is that the handle seems loose when you take the lid off. Otherwise a great cup %26 will use for a long time.,4 out of 5 stars review
9/10/2023,"Keeps my water cool. Great size. Easy to carry. Sometimes is not easy to close or open.  Besides that, I recommend it for the value of it. Less expensive than many others.",4 out of 5 stars review
7/19/2023,I love the cup but the lid has to screw on certain way putting the straw at the end as opposed to middle of the cup.   Awkward with handle.   Also straw too floppy,4 out of 5 stars review
8/25/2023,"Pretty great cup. Well insulated. I'm not a big fan of the exposed screw heads on the underside of the handle... looks like something that's going to rust pretty easily, so now I need to make sure they don't stay wet.",4 out of 5 stars review
8/26/2023,"Would have given it 5 stars but mine came dented on the bottom, preventing it from sitting upright without wobbling. I was able to hammer the dent out but now it's ugly. That being said, keeps ice for DAYS.",4 out of 5 stars review
6/24/2023,Cup is very nice and the colors are beautiful. Ice stays frozen for about 14 hours for me. I don't care too much for the lid. It twists on and depending on where you start to twist is where it ends up for you to sip from. It doesn't always twist on well. I also don't like the straw. I will replace it will with a full sturdy silicone one. This one is flimsy for the top 1/3 of the straw. Needed a “cheaper than the trendy cup” that fits in my cup holder for an upcoming trip and this will work once I get a new straw.,4 out of 5 stars review
4/8/2023,"I'm pretty pleased with this tumbler. It absolutely keeps drinks cold for a very long time! Plus, you can't beat the price. The only downfall is the lid. It is NOT leakproof like many similar tumblers. The seal is fine around the lid but liquid leaks out from under the slider that covers the straw hole when not in use. I'd give this 5 stars if it weren't for that. Please think about upgrading the lid.",4 out of 5 stars review
5/28/2023,"I love the color,  the way that it feels, and the fact that it holds a lot of water while still fitting in cup holders. That said, the buying process was a pain. I originally bought it weeks ago and that order was eventually cancelled because they ran out of stock. Then I ordered it again and after that order got delayed I was afraid it would also be cancelled, but it finally arrived a couple of weeks later. The cup came with a dent on the bottom so it is pretty wobbly, but with how long it took to get I don't want to exchange it and have to wait even longer to have a cup that I can use.",4 out of 5 stars review
