date,text,stars
4/14/2020,I absolutely love the Fast delivery. Mattress is true to size very big . Fit for a queen size headboard.  But the only issue is that it sinks soon as I laid down on the mattress it started to sink in .  I'm awaiting a box spring maybe that'll stop it from sinking in . But It doesn't support your back . Wouldn't recommend to someone with back problems. Other then the sinking I love it .,2 out of 5 stars review
3/22/2014,"I try to read reviews myself before I purchase an item. After reading the reviews on this product it seemed like a great value. It looks awesome just like a real mattress. The only thing is that it is like an air mattress. When one person is on it and another sits on it, it fold in on itself, and when you get on or off it or sit on it it ""sinks"" where you are sitting. It's only comfy when your lying down and when you move it moves with you. I really wish I had spent the extra $60 and gotten the beauty rest mattress that Walmart has for $199. My daughter seems to like it but all her sheets and blankets fall off it daily and has become a hassle to make it again everyday. My advise is spend the extra $ and get a real mattress. I wish I had.",2 out of 5 stars review
12/12/2023,"Receive first order damage ordered a second one and it said on the phone the way it has not arrived today when I first placed the order it says next day delivery when in fact, it's a week later so this is the second time this is happened",2 out of 5 stars review
1/6/2024,"Not comfortable, springs are felt when lying on the mattress. It feels like a hotel sofa sleeper. returning.",2 out of 5 stars review
12/30/2023,first night was fine after that I got a crick in my neck it caused me so much shoulder pain I've been sleeping on my couch again,2 out of 5 stars review
8/7/2023,Have ordered 3 mattresses online and 2 were the same brand. This one leaves a lot to be desired. No support it collapses at the edges and I will probably replace soon. I would return it but I'm sure that would be a headache….,2 out of 5 stars review
9/22/2023,It was too hard at some places that i got back pain within 3 nights of sleeping on it. Most of the places on the mattress were having the springs feel.,2 out of 5 stars review
9/8/2023,"It was a lil short for daybed frame and I thought it would be the memory foam mattress, it is not! While it does come rolled, it has springs in it and it's ok for now but I will probably have to buy a new one in about a year",2 out of 5 stars review
2/14/2014,"I have lupus and I spend about 90% of my time in bed so a good comfortable support
mattress is what I need and that is what I thought I ordered.It is very light weight so
it slides and has no support.I have a backache every morning .",2 out of 5 stars review
10/20/2023,Purchased with platform bed frame. Thought I'd ordered a 10” thick mattress. Could feel the slats thru the mattress. %26 had to add 2” foam mattress topper pad to ease that problem.,2 out of 5 stars review
3/13/2014,"This mattress may be ok for small kids. Ad said it was firm but it is not, feels like it won't last long. My granddaughter said it was not comfortable for her back.",2 out of 5 stars review
9/2/2023,"It's not firm. I don't care how firm it started out to be, by putting a layer of foam on top they ruined the firmness I expected. It's the first time I've slept on foam and I'm not impressed. Bleah.",2 out of 5 stars review
6/29/2016,"I purchased this mattress based on good reviews by other purchasers. I bought 2 twin mattress & they have little to no support. I weigh 141 lbs, so it shouldn't sag in the middle with my body weight. This might be ok for small children, but I would advise against it for teens or adults. Once it is opened, there is no way to get the mattress back in the box. If I could have returned it, I would have. I just can't figure out why it got good reviews & people described it as somewhat firm. It is exactly the opposite. Everyone who has tried it, has had the same opinion.",2 out of 5 stars review
9/25/2014,"I saw all the reviews and even watched youtube videos reviewing this bed...
I was excited about it, it was packaged nicely and I opened it a day after it arrived.
It honestly sucks. The mattress is poor quality, it looks really nice and clean and soft
but when you lay on it the springs on the bed are kinda flimsy and you can hear them
uncoil during the night! I don't know how that happens but it does.. But what do you
expect for the price, I mean its a mattress in a box. Honestly just save your money
and invest in a better quality mattress it'll save you the back pain and disappointment.
Trust me.",2 out of 5 stars review
8/19/2013,"i prefer a bit harder matress to keep my posture, like futon style. I avoided memory foam matress because I dislike sleeping on a spongy type of matress. So I chose this product, hoping to get a harder, firm matress. When I received this matress at home through online, I was disappointed to see the matress and its packaging. The matress was holded in half and wrapped. Holding half means this matress is made with soft materials! I had never seen any other good matresses being hooded in half. Ever since I started to sleep on this matress I even wake up middle of nights because it is too soft and uncomfortable to roll my body and change positions. It is like air matresses. I am disappointed with this purchase and this is not how I expected.",2 out of 5 stars review
4/17/2014,"I ordered five of these mattress. I think they have good quality for the value. However, I have one queen size mattress that has a compressed area making a large dent. It makes a sinking spot and is uncomfortable and very ugly. The other four mattresses expanded correctly and look good.",2 out of 5 stars review
11/22/2023,It's not a bad mattress I just don't like how hard it is feels like I'm sleeping on brick every night,2 out of 5 stars review
12/19/2023,Didn't get the full order still waiting on the rest of the order,2 out of 5 stars review
11/22/2023,"it is not 75 inches
it is not a hybrid",2 out of 5 stars review
11/2/2023,I am not happy with this mattress because it's smaller than twin,2 out of 5 stars review
6/22/2021,"Don't expect long term use. After not even two years, there's a dent so bad in it that it's trash at this point. I'd probably only recommend for something temporary if you don't have much money to buy one.",2 out of 5 stars review
3/26/2019,I bought this mattress based on the reviews because I was looking for something affordable and comfy but the first night we slept on it was not something I expected when I got up and stood on the other side of my room I could see our body prints that later turned into deep pockets that never went away I thought the material would rise back up with time and it would go away but it never did! its uncomfortable I stopped sleeping on it. Im currently waiting on customer service to give me a full refund.,2 out of 5 stars review
8/30/2013,"My friend and I bought this kind of mattress separately. However, the quality of these two mattresses is quite different, which is very weird. Mine is quite soft while his is not. I don't know why this happens. Based on what I experienced these days, I cannot give you any information about how soft of hard this mattress is. There exists many uncertain things about this mattress. If you are lucky, you can get a good one.",2 out of 5 stars review
4/1/2013,I purchased this product because the reviews was good and the price was great but when i received it and placed it on top my box spring i realized that it was way smaller than my last mattress and had me feeling like my mattress was missing. After laying on the mattress for a day i knew it was way to uncomfortable for me to keep but my husband convinced me to purchase a 3inch mattress pad for 150 dollars but it just made it worse. So i finally decided to return both and go purchase a real mattress. The product is great for the price if u are not accustomed to a thicker higher bed. Otherwise just buy a regular mattress it will save you moneyon buying a mattress pad.,2 out of 5 stars review
4/8/2014,"Both Mattresses came on time, and were easy to unpack and use. Even tho they both were in open air for more than 24 hours, they both smell musty. Febreeze is not working to remove this odor.
I am going to try borax this weekend. hopefully that will do it.
they are firm and great to sleep on if you're tired enough to get past the smell.",2 out of 5 stars review
10/11/2013,"I was disappointed in the firmness of this mattress. Some people may like a mattress this firm, but I feel like I'm laying on brick. I have had to purchase another softer mattress, to lay on the top of this one, to be comfortable enough to get a good nights sleep.",2 out of 5 stars review
6/2/2014,"I am sorry to say, I am disappointed in this mattress. I purchased it after reading rave reviews on your website about it, I have to wonder if any of these people actually slept on this bed. I guess maybe for a spare room, or extra bed in case of company it might do in a pinch, BUT for every night use, no not so much. I waited a month after I purchased and used it, to review the bed, to make sure of how it slept. Just wish I had looked elsewhere before purchasing. A disappointment for the money I spent. Uncomfortable, and gets a indention of where I sleep after several hours. I am not a big person, a small frame woman, so was shocked when this started happening. Disappointed.",2 out of 5 stars review
3/9/2014,"The mattress comes in a box and is supposed to expand to 75 inches. Ours only made it to 72, despite waiting for over a week. This is a problem with the bed we purchased bc the mattress lies on a platform and there are several inches of the platform hanging out.",2 out of 5 stars review
12/30/2013,"You get what you pay for. Seeing more than thousands positive reviews, you wouldn't had doubt... usually. But as soon as I sat on it, I knew it was one of those mistakes you are NOT able to make correction easily. Obviously it'd be another mistake to return, go figure! The mattress has absolutely no support whatsoever. I felt like sinking to the bottom, and I am 5'8, weigh around 140 Ibs. There is NO density, NO reinforce, NO endurance and NO firmness... If you need support, stay away from it. Its inexpensive, but a waste of money when it wont live up to your expectations.",2 out of 5 stars review
2/8/2021,I waited a week before posting a review to see how it goes.  The inner spring is not that of quality.  Is says extra firm but after a week it sags in the middle of the mattress. I'm a small build guy at 150 pounds and already showing sign of sagging. I get lower back pain because my spinal is not straight flat on my back. I'm used to extra mattress with no inner spring.  If you have lower back pain I don't recommended.,2 out of 5 stars review
2/14/2014,"Not enough foam, to many coils!!!",2 out of 5 stars review
9/24/2023,The mattress is not a queen mattress. Measures smaller.,2 out of 5 stars review
10/19/2023,Too stiff!! Not enough padding....My Bad.,2 out of 5 stars review
9/13/2023,it didn't get to the size yet in its been 72 hours,2 out of 5 stars review
7/7/2023,Very hard even though it's supposed to be a medium feel.,2 out of 5 stars review
7/17/2023,It wasn't a Zenus brand as it was mention,2 out of 5 stars review
6/9/2023,The mattress is not firm at all. Bought thinking that it would be medium firm but it's not firm at all. Really disappointed with the purchase.,2 out of 5 stars review
3/7/2023,"mattres is not firm, I would like to return it my back hurts.  The box package waslittle beat up but the plastic box has ok.",2 out of 5 stars review
9/4/2013,"There is a bend in the middle part, looks ugly. No to much support for adults. Great for kids, fast delivery. But it looks bad just in the middle part. Because it comes in the box fold in half.",2 out of 5 stars review
7/10/2014,"I bought this for my daughter's first ""big girl"" bed. She's 4. It's definitely fine for her - she sleeps on a mat at naptime. But for an other person, it would not be ok. I had low expectations and this mattress met them.",2 out of 5 stars review
6/13/2014,it's makes too much noise everytime you move . i would never buy this mattress or any other one from this website / off line period ! i just got this mattress in May 2014 !!,2 out of 5 stars review
4/19/2020,"In less about 2.5 years of fine use by a couple, the mattress started to shape funny. I'm not sure why but I think the inside coils started to dislocate!",2 out of 5 stars review
4/6/2013,"The mattress is much too soft for my back. I bought if for our vacation home and it is ok to sleep on for a few days, but I would not be able to sleep on it all the time.",2 out of 5 stars review
7/18/2013,"In other words, it is cheap. To be honest, I will keep it since I don't want to go through the hassle of returning it and getting another mattress. However, I don't think I can keep this for too long.",2 out of 5 stars review
12/28/2013,"I thought the mattress would be more comfortable after the first three days of expansion, but for me, it was still uncomfortable. The mattress will do for one or two days of sleep, but I would not recommend it for long term use.",2 out of 5 stars review
9/3/2013,"I ordered this for my son based on the reviews, but it doesn't feel like there is any foam in it at all and I can feel each and every spring or coil!! I will have to purchace some kind of topper for him so it will be more comfortable..",2 out of 5 stars review
7/31/2020,"I've been searching for a firm mattress for a long time. When i saw all these positive reviews about this mattress, i thought my search had ended. Unfortunately, I'm very disappointed. It says extra firm, but when i lay on it, it feels soft, not firm at all :( 

If you are not looking for soft mattress, this would be a good choice with a reasonable price.",2 out of 5 stars review
7/29/2016,"I was very happy with this new mattress.  I only wish it were a bit more ""firm"". 

 It's a bit pillowy.  It sinks a bit more than I like but I also bought a gel-foam mattress cover and it helped.  Still NOT firm but I find myself sleeping- in a bit more than I use to!  Very comfortable!",2 out of 5 stars review
2/28/2023,Bought this because of the reviews. They must be paid for good reviews or something because this mattress is not comfy. Me and my husband cannot get comforts and toss and turn all night and wake up in pain. Hoping a mattress topper will make it tolerable. It is affordable but unless you like a very firm bed do not buy this. No where did I read it was firm. Shipping was fast.,2 out of 5 stars review
9/15/2014,"The only reason I gave two stars is because the mattress is actually comfortable. Don't expect to receive a standard size mattress, because it is very thin in height. I ordered this bed in queen with a frame. It didn't fit in width and was too low in height. The springs serve no purpose because if you don't get a platform bed that has some sort of riser system your bed will sit too low. You still have to purchase a box spring with this bed and based on others reviews and the item description it suggests otherwise don't listen!",2 out of 5 stars review
5/6/2021,"Mattress is fine - not super comfy, but not terrible either. The delivery part was a nightmare. Was given a window of 10am - 9pm - took off work and waited all day. Whenever you call onTrac they just tell you they deliver up to 9pm - super helpful. They never showed and I was told there was a delay. Took off work the next day to wait and again the window was 9am to 9pm. They arrived at 8:50pm. So, saddle up for a long day of waiting for your mediocre mattress.",2 out of 5 stars review
12/4/2013,"This mattress looks nothing like the picture, it's smaller and very uneven looking. It come wrapped in tapes in a small box, and it's really heavy for the size of it.

As far as comfort goes, it's ok, if you are looking for something part time, this should fit the bill.",2 out of 5 stars review
11/23/2020,"I don't know if the fault lies with Walmart or the shipping company.
I really like the mattress but the shipping was nothing more than horrible. The shipping box was not just damaged but destroyed. The mattress itself was left on our apartment parking lot(not even close to the door). I had to pickup the mattress(the outer packaging box was already a lost cause) and stumble my way across the building. 
The mattress was good though. There was a tiny tear due to the way that it shipped, other than that I have no real complaints about the mattress. I wish I had taken some pictures of that experience.
I still have nightmares about my purchases being destroyed while shipping.",2 out of 5 stars review
10/24/2022,"They increased the price significantly, so now I have to change my review. for a $60 mattress I thought it was pretty good quality,  considering most people are buying it for a young child. but now the amount they are asking for it doesn't fit what you're actually getting. I was going to order another for my youngest child but now im choosing another option to get a better quality mattress for the same price.",2 out of 5 stars review
4/9/2018,"At first, I thought this was a decent mattress but it is not the most comfortable. You can feel the springs through the mattress and it overall feels pretty cheap. Wish I would have spent a little bit more for a better option. 
I would not repurchase nor recommend.",2 out of 5 stars review
5/6/2020,I do not like this mattress. It is just too hard for me. My fiance likes it though. My back hurts more now than ever. But it is what it is. Also there is an odor to the mattress. I read that it might but this smells almost like mildew or mold. Since we have had this I wake up congested so I do not recommend this bed unless you like firm and you can handle the smell.,2 out of 5 stars review
1/13/2022,"I'll try to keep this Short.
We ordered the twin size to replace an older thinner mattress...... we received a twin.... but it's about 5 inches Shorter in length than the old one lol. It's like a hobbit sized mattress. The mattress is soft though so I guess that's a plus. Material to make it full length must have been in Short supply. Its on a growing kids bed so we will probably have to replace it again Shortly. Its a good thing I don't have a Short temper or this review would be Short on puns. This concludes my Short review, thanks for reading.",2 out of 5 stars review
4/9/2014,"When I got this mattress on that small box and it expanded to become the mattress I got real exited! I mean not only almost everybody gives the mattress a 5 star, but you also get it in a cool way. I was ready to have the best sleep I had in years....
Unfortunately, it was not like that. The mattress is too hard and it doesn't feel completely leveled. The corners are not completely straight either which makes it look a little weird. It really stinks because when I first laid on it felt pretty comfortable.
If you still want to try this mattress try the one with the pillow top. It has the same kind of rating. Although I haven't tried that one, I believe this one needs more cushions between you and the coils. Therefore, the pillow top might fe...",2 out of 5 stars review
10/6/2014,I received the mattress few days ago and let it sit for 48 hrs. Once I started using the mattress was great but now I am starting to feel the springs move which also makes noise when it moves. I'm worried the mattress will break soon since I hear and feel the springs and only had it less than a week.. :(,2 out of 5 stars review
9/25/2014,This mattress is very uncomfortable and hard on your whole body. I wish now that I would of went to a mattress place and got one. It Is not something I would tell anyone to buy . It lay very wield even after leaving it the 48hrs. it says to let it get its shape and fullness. Never did any of it.,2 out of 5 stars review
1/7/2014,and lumpy,2 out of 5 stars review
2/24/2014,Very uncomfortable..the odor of the mattress is awful. I can understand from packaging but it has me sick..,2 out of 5 stars review
2/23/2013,I thought it would be more comfortable but I can feel every spring... I wouldn't recommend this to anyone!!,2 out of 5 stars review
3/10/2014,"Does not seem like it is going to hold up. Should work out for the occasional user in a guestroom, however, I would not buy if I had seen in a store.",2 out of 5 stars review
8/15/2016,"The mattress is way too firm, tried it one night and could not sleep, went back to my old mattress the next night. Would have nice if the web site said if it was firm or soft.",2 out of 5 stars review
4/30/2020,"Bed is not firm as it states ,kind of wished I would have waited to by a bed.Not bad for price but its not for me,I wake up tired and sore.It's ok for guests.Guess the saying""You get what you pay for"" holds true",2 out of 5 stars review
9/10/2016,This is a nice mattress.  It takes only about 5 minutes to unpack and it expanded immediately.  The only bad thing is it's it's VERY firm.  I'd return it but it would be impossible to get it back into the box.,2 out of 5 stars review
7/14/2016,"It doesn't support very well my weight, and I am 64lb... I can't even imagine sleeping with somebody, but it does the job... is also very heavy, took me some time to put it in the frame",2 out of 5 stars review
2/10/2023,Have had this for about a month and it just almost hurts to Lay on especially as a side sleeper. I am looking into getting a thick topper to try and help. But I guess you get what you pay for,2 out of 5 stars review
9/13/2014,"I wouldn't recommend it to a friend or someone else, for that money you can buy something used in craigslist and still have some money left. It look the mattress would last for a lot because it very thin and soft and one wrong move can finish it.",2 out of 5 stars review
3/9/2017,"I ordered this very early in the morning because of the 2 day shipping, but it took 4 days before it got here, so company had to sleep in the floor. But as for the product it was super easy to open and filled up fast and feels comfortable",2 out of 5 stars review
5/6/2021,I would say this bed is more firm then comfy. I have actually felt a cheap hotel bed that slept better than this. I bought it for my kids that can sleep on almost anything so they dont seem to mind.,2 out of 5 stars review
9/6/2016,The bed is hard with  very little padding. I want to return it but it pops out of the box I don't know how to return it other then bringing the mattress to walmart. The concept is good it's just too hard. You can feel the springs.,2 out of 5 stars review
12/15/2021,I will have to return this (which is also so tough due to multiple back and forth conversations with customer care) because it's causing back pain to me. Doesn't seem to suit an adult. I would recommend to try before you buy.,2 out of 5 stars review
5/26/2021,Purchased for the spare bedroom so I expected a cheap mattress. That's exactly what this is. I literally can feel every spring in it. I wish I would have spent a little more for better quality.,2 out of 5 stars review
1/18/2017,I unrolled it and waited the suggested 48 hours. I put an egg crate on this mattress and even still it does not feel firm. The packaging was so cool. The feel of this mattress meh not so much.,2 out of 5 stars review
8/6/2020,"Before I purchased this mattress, I read a lot of reviews . To my surprise, it is not extra firm as I thought.  It is too soft for me to lay down, so I rather prefer sleeping on the floor.",2 out of 5 stars review
1/15/2022,i dislike the stiffness of the mattress due to the springs. the best nights on the mattress was the first five days after that the springs become very noticeable and painful,2 out of 5 stars review
5/9/2020,"I ordered this mattress for the guestroom box. Well it was delivered looked fine no damage to it, that would concern me! However when I opened it up and got it all out of the plastic I had noticed several stains on the mattress",2 out of 5 stars review
5/21/2014,"I purchased this bed in the full size for my 3 year old toddler and wasn't expecting the best, I mean as low of a price how could I, but I figured it would be perfect as a starter big girl bed for her but not so much.

The shipping was quick. The bed expanded to over 8"" which I had read happening in the reviews so I was happy about that. There wasn't any odor to the bed at all, but maybe that was because we opened it right away and let it expand and air out for 2 full days. I really wanted to like this bed but it wasn't very comfortable for any of us to lay on. We had to put up a side rail for so our toddler would not fall out and that side of the bed leaned toward the rail so when you would lay down on that side of the bed you instantly ro...",2 out of 5 stars review
12/24/2011,"I bought this mattress based on all the good reviews I read. The site to store option was very convenient which is the main reason I bought it. However, the mattress itself is thinner than 8"" and is too firm. I have it situated on a platform bed I also bought at walmart and the two together make sleeping a crummy experience. My back is a mess now. I'm going to try to buy a feather top for it to see if that'll help, but this bed is not worth the money in any way. And it didn't save me money either since I now have to buy a feather mattress topper.
Take it from me, test a mattress in person first before buying. Online is not the way to go, even if it does seem more convenient and cost-efficient. It's not.",2 out of 5 stars review
3/28/2017,"Any one that needs a firm to med. firm mattress due to back issues , this is not the bed for you. Even though it is listed as firm. It is not. It is more of a medium. I am quit disappointed . My arms were going numb and could not  hardly move when I woke up the first night sleeping in it. Due to the lack of firmness. I will give it one more try by putting a board under the mattress. Then its back to the store .",2 out of 5 stars review
6/25/2014,"I did a lot of searcher before I bought this mattress due to the feedback from others. When I opened it , it looks nice ,but when I sit on the mattress , it go down very deep , by the way I am only 100 pounds. It really too soft for me.
If Walmart do the free return , I would like to return it .
I don't know how long it is going to last. Just feel sad get this mattress",2 out of 5 stars review
3/24/2014,"I brought this mattress hoping it would allow me a better nights sleep. So fat I haven't been able to sleep through the night yet. Just as I'm writing this, i have severe back pain from the night before. This mattress is not comfortable to me. I'm considering returning it.",2 out of 5 stars review
1/13/2012,I bought this mattress solely based on the good reviews. I was totally wrong. Now I had doubts about the reviews being genuine or paid reviews. It came in a box which was handy. It inflated into the shape easily after opening the package. The quality of the mattress was sub-par. There was no edge support at all. The springs are way too weak. I believe they are made of thinnest possible gauge wire. When I sat on it I could feel the springs had not necessary support. Also strong chemical smell lingered many days. It may have been from manufacturing process. Overall I would not recommend this product anyone.,2 out of 5 stars review
2/15/2012,"I've only had this mattress for a couple of months and the middle is already starting to sag. I'm disappointed with this product. Also, for those who need a firm mattress, this is not it. It is more a soft-medium than firm. I was hoping for firmer than this.",2 out of 5 stars review
1/26/2023,Mattress was good.  However Walmart service not so good.  I entered the wrong payment info at checkout and immediately cancelled my order.  Then I placed a 2nd order with the correct payment info.  Walmart decided to charge me for both orders and ship them both out.  Now it's taking me weeks to get my refund and also having to take tie off work to coordinate with the freight company sent to pick up my item which takes them days to pick up.  Not very happy with how I have to be inconvenienced due to their mishap.  Not a good move Walmart.,2 out of 5 stars review
5/3/2016,"I decided to give this brand a shot because it was a lower price than another ""mattress in a box"" that I previously had (and very comfortable). I figured thousands of 5-star reviews would give me a good idea and help my decision in getting this one.

Once I received the mattress and set it up, I thought it was just ""ok"". Not as comfy as my previous one, but seemed like it'd do the job. I just was never comfortable in it. It wasn't as supportive as I expected. And the edges started getting crushed downward probably after about 6 months. I'm only 170 lbs. Once in a while I'll feel a spring go ""clunk"". Not sure what that really is, though.

I'll go an try another brand after I get rid of this one. Sorry, but I don't recommend this to anyone.",2 out of 5 stars review
7/27/2016,"Mattress is pretty good at first, then it begins to sag where you sleep.  Turned mattress to keep it from getting to saggy; edges are not strong.  Coils move or pop or something after awhile.  Good for a short term mattress, not good for a long term mattress.",2 out of 5 stars review
8/10/2016,"The mattress is not comfortable. They list as firm, this is not a firm mattress. It has no padding, you can see the impression of the coil springs. These mattresses come rolled up, and kept compressed for an extended amount of time. I guest that is why they don't expand to there full description as advertised. All I can say,They are a good price, and can be used for the purpose intended. A place to lay down.",2 out of 5 stars review
2/26/2012,The shipping was very fast got this the next day after ordering.My only complaint is it is really firm so if you like a softer sleep this is not for you. I am keeping it and getting a topper to put on it to make it softer. set up was very easy. it is heavy so if it is going up stairs you will need help unless you are a male then you should have no problems. just un wrap it and it pretty much does it all its self.,2 out of 5 stars review
6/27/2013,I only purchased this mattress because the ratings were so great. I would not pay $20 for this mattress. Very cheep you can feel every coil/spring in it and it is permanently curled due to it being shipped in a box. You can return to any Wal-Mart and no need to ship back and I highly recommend this option as this is what I just did. Never again will I purchase a mattress online with out seeing it in person. This mattress is better left in the box and never to be slept on.,2 out of 5 stars review
9/4/2013,"This was literally a matress vacuum sealed to fit in a box that could be carried (about 2 feet long and 6 in wide). We didn""t even bother opening it. We thought it was a matress with a box (like a box in it for support). Ended up going to a matress store and getting a mattress and a box spring for almost the same price (was about $40 more)",2 out of 5 stars review
12/17/2013,"This mattress was an easy choice because of all of the good reviews and the low price. Added to the fact that I live on the 2nd floor of an apartment building and needed to be able to carry it upstairs by myself, this mattress seemed like a dream come true. All that to say, I now have chronic back issues due to this mattress. It is not comfortable enough for daily use. If you were to use this in a guest room or for your dog to sleep on, it would be great. But for regular people, go with something else. I can feel the coils in the mattress poking me in the back at night, and I've only been using it for a year and there are indentations in the mattress in the spots that I usually sleep in. My neck hurts, my back hurts, and I can barely sleep ...",2 out of 5 stars review
5/27/2016,"if you like cheap beds than you've hit the jackpot. I would say this is a better version of cheaper beds. If all you want is something to sleep on, than this is it. From a side sleepers perspective, it is extremely firm and the comfort foam does nothing but keep the coils from making a circle impression on my arms. My spouse which is a back sleeper also says it is extremely firm but does not feel the coils.  If you have a few yoga mats, stack them up and you'll get the replica feeling of this bed if you want to try it. Don't forget to throw a couple of hooped earrings on the yoga mats and cover it with a thin cotton comforter.",2 out of 5 stars review
1/7/2016,"This was a nice mattress in the beginning,but after several months it became ""lumpy""
and my back problems started up again.
I think it would be great for a guest room ,when it is used a little at a time,but
overall,everyday use,its comfort levels deteriorate after a short period.
Time to find a new mattress.",2 out of 5 stars review
9/4/2013,The bed was too big for the space. It was completely unpacked and assembled before I realized it. It fit but allowed no room to move around. I was immediately sorry that we had unpacked it because it was impossible to put everything back into the boxes to ship it back.,2 out of 5 stars review
9/16/2013,This mattress is way too soft. Stay away from it if you want firm support.,2 out of 5 stars review
8/14/2013,"It said 3"" memory foam..
Looks more like 1""
I can definitely feel the springy things..",2 out of 5 stars review
9/16/2013,Mattress is too squishy and is undersized by 2 inches in length and 1 inch in width.,2 out of 5 stars review
2/27/2023,Is this bed on prop 65 list to cause cancer or didn't make the list yet not that comfortable and has springs worth the price.,2 out of 5 stars review
9/3/2016,THE MATTRESS IS VERY HARD TO SLEEP ON. I HAD TO BUY EXTRA PADDING AND PLUSH MATTRESS COVER TO HELP MAKE IT SOFTER.,2 out of 5 stars review
8/3/2016,When I purchased this I thought it was a mattress and a box spring.   i then needed to purchase something to go underneath it  to support it.,2 out of 5 stars review
7/10/2016,"The Walmart description does not mention memory foam padding, which I did not want. The mattress is softer than firm.",2 out of 5 stars review
