date,text,stars
1/8/2024,"I ordered this insulated tumbler because it was advertised to be commensurate with the Stanley tumbler that is so popular right now, but much more expensive.  I ordered this in Aqua Blue but what I received is mint green.  There was no packing slip included in my order.  Not good.",3 out of 5 stars review
11/12/2023,"it's a great cup, but the bottom is dented so it doesn't sit straight which is probably not the case for most of these cups but worth saying. also it leaks baaaaaad, but your level of clumsiness/chaos in terms of animals and children determine the level of importance for that.",3 out of 5 stars review
12/18/2023,"This brand is great. Better than all others I have. But there seems to be a design flaw in the 40 oz I just bought. I have a 32 oz that is old but keeps ice all thru the night. The 40 oz I just purchased is top heavy and has fell over many times.  I will not use this one again. I have taken out my old 32 oz tumbler and it still amazes me how well it works at holding ice, day and night.",3 out of 5 stars review
11/19/2023,"This cup was a pretty color, but I did not love the straw. The top of the straw was soft, so it compressed together every time I took a drink. Also, when screwing on the lid, the straw never ended up in the right place so it made it awkward to use the handle.",3 out of 5 stars review
11/23/2023,"First let me say that I'm a cup snob. Initially, I loved this cup so much that I considered buying a second and tossing all of my others. It's that good. Until today. I've now used this cup daily for the last 15 days and today, the straw broke. It's never been out of the cup other than to wash it and then it goes straight back in. I'm not even sure at what point it broke because I was drinking out of it and all of a sudden, my drink wasn't coming through the straw anymore. I opened it up and to my surprise, the side of the straw is busted out. It makes no sense considering how well it has been taken care of. The cup itself is still in fantastic condition - it keeps my water cold for easily 24  hours and I will absolutely continue to use it....",3 out of 5 stars review
4/13/2023,Love the tumbler but I’m really sad that the handle just broke as i was putting the top back on it. I went to pick it up after i tightened the top and the handle broke. Have not dropped it or done anything strenuous to it at all. Literally bought this not even 2 weeks ago.,3 out of 5 stars review
4/16/2023,I bought 2 (blue %26 black) %26 they’re both dented at the bottom so they’re wobbly ): i was so excited for these but i’m worried they’ll fall over %26 dents usually mess up the insulation. It’s hard to tell through picture but the bottoms are bowed from the dents.,3 out of 5 stars review
1/14/2024,It's ok doesn't keep cold for too long but I love the size. It's not leak proof but it works good. I loved the color even more it person then in the pictures.,3 out of 5 stars review
1/20/2024,Was so excited about these tumblers and purchased 3. However I absolutely hate the lids!!! They never go on correctly no matter how many times I try. I get so frustrated trying to put them on I end up using my yeti.,3 out of 5 stars review
10/12/2023,The lid and straw. I have used the tumbler for iced tea. When you fill it with ice the silicone top straw must be laced through the lid hole through the underside. Then the lid is screwed on. The straw hole is to the side not centered I. The lid so the whole mass of ice cubes must be turned with the straw while aligning the screw lid which doesn't align easily with floating ice.  Would prefer a solid plastic or metal straw and a centered straw hole!,3 out of 5 stars review
3/27/2023,"I wanted to like this tumbler so badly, as I love my other cups/coozies from this brand, but sadly I returned it. I didn’t like the top part of the straw, the rubber/silicon collected lint and dust and don’t seem like it’d be easy to keep clean. I would have replaced the straw with something different if I’d kept it. I also was not a fan of the twist lid. I wish it was just a push down lid like the other cups. I tried twisting it on a couple different ways but the straw hole never really hit center like I’d want it to in comparison with the handle. Overall the black color was sleek and it seemed to be very good quality. A new lid and straw and I’d be sold!",3 out of 5 stars review
7/21/2023,"Bought the first one and got home to realize there was a dent in the bottom.   Went back and picked out another one, felt around the bottom for a dent and exchanged.   As I was walking out realized the handle was loose on the one I just bought and had to go back and exchange again.   I would check all aspects of this tumbler before purchasing.     Otherwise I think it is a good product and great value.",3 out of 5 stars review
8/19/2023,"The cup is nice %26 has held up so far after a few weeks of use. It is a tight fit in the dishwasher, but it goes in %26 gets clean. I took off 1 star because the lid can sometimes be difficult to twist off, and 1 star because the handle moves slightly when im trying to get the lid off. I'm worried the handle will eventually fall off, but it's working for now %26 the cup keeps my water cold all day.",3 out of 5 stars review
7/18/2023,it works extremely well at keeping drinks and ice cold for long periods of time (i left my cup of ice water in my car for my entire 10 hour shift in the 100° heat and there was still ice) HOWEVER the handle is cheap and mine broke off within 3 days of having the cup. i still use the cup without the handle but was extremely disappointed.,3 out of 5 stars review
2/1/2024,It doesn't keep my ice very long and once the ice melts my drink really doesn't stay that cold. Easy to keep clean though and love the straw!,3 out of 5 stars review
2/17/2024,This is ok. It's not a Stanley. Doesn't keep ice cold as long as the Stanley. Not bad for a knockoff though.,3 out of 5 stars review
2/15/2024,I love this cup but this one did not arrive in a box as my other 3 did. Makes me wonder if it was used? Or returned? Gross.,3 out of 5 stars review
11/15/2023,"The handle was wobbly from the start. Tried to tighten the little screws but they only go so far in and the solder broke. The cup itself it great, just wish the handle was more sturdy.",3 out of 5 stars review
10/13/2023,its a great cup they just need to figure out the weld on the top of the handle. id just make it another screw on.,3 out of 5 stars review
4/18/2023,"I’ve done the test between yetis, Stanley’s, and Ozark Trail. I was on trial keeps the ice longer than both our competitors. However, I recently purchased the large Tumblr with the handle. And the handle came off within two weeks.",3 out of 5 stars review
1/10/2024,"Very cute cup %26 seems good quality but it arrived with a big scratch down the front, so that's super disappointing.",3 out of 5 stars review
1/25/2024,"Ordered this mug online. It arrived dented, missing the straw and the color is peeling off where it is dented.",3 out of 5 stars review
1/14/2024,"Was bought as a gift for someone, she loves it but im upset the handle is super wobbly but it can be tightened.",3 out of 5 stars review
1/19/2024,"I thought it was going to kick ace like a Stanley, but didn't.  The ice melts by the next day.  I still like it, but its not s 5 star for sure.",3 out of 5 stars review
10/27/2023,The design is odd. It only offers the straw option and the lid does not screw on easily enough. It should provide a better opening to drink without the straw and the lid should twist or snap on easier.,3 out of 5 stars review
7/22/2023,"The size and function of this cup is great, but the handle is very weak. We have two and the handle snapped off of one, and I can feel the other one wanting to break.",3 out of 5 stars review
7/8/2023,"This cup is nice %26 it's does its job, but Not even two weeks of having it and it's already peeling. I was very disappointed to say the least. I got lavender and navy both are peeling and I baby them",3 out of 5 stars review
9/20/2023,I love this cup except the lid is very difficult to line up correctly or to sometimes remove! With that said this cup does not leak and keeps things cold therefore I still use it daily!!,3 out of 5 stars review
8/26/2023,"The handle of this broke within the first month of getting it. It felt loose when it arrived, so I wasn't terribly surprised. Otherwise, I really loved this cup! It made me drink so much water and it fits in most cup holders.",3 out of 5 stars review
9/9/2023,"I love my cup, but the handle broke off within a month of having it. I do love it otherwise and bought a second one. If this one breaks there will not be a third times a charm!",3 out of 5 stars review
7/12/2023,"It keeps drinks cold and it's a very cheap alternative to the Stanley. I love the straw. However, it was too big to fit into my standard size car cup holder. I had to 3D print an insert. I ended up buying a different cup to travel with.",3 out of 5 stars review
8/1/2023,The color was pretty and it held ice for a long time. The only thing I didn't like is it didn't fit the cup holder in my car and spilled a few times so I gave it to a friend who loves it!,3 out of 5 stars review
7/30/2023,"I really do like this cup! It keeps your drinks ice cold and your hot drinks hot for HOURS!! The reason I didnt give it five stars, is because the lid leaks :(",3 out of 5 stars review
6/25/2023,"At first I was pleased with the style and color. However, after use- I soon found that the cup stains- when poring:making coffee into the cup and splash or spills occur they remain on the mug. Nothing takes it off %26 It became unpleasant to look at. Maybe a father color would be better.",3 out of 5 stars review
5/13/2023,"Cup leaked in multiple spots, not just the spout. Handle broke off second day of use. Kept water cold and I liked the straw feature but now the cup just sits in the cabinet because of no handle and two square spots on the cup where the handle screws were.",3 out of 5 stars review
6/12/2023,I bought this as a replacement for one my husband had that had the handle break off after about a month of ownership. I have a purple one of my own and it has a sturdy handle so we figured it was a fluke. This one arrives and has a shaky handle so we will be returning it. Had I not ordered online I'd have been able to check the handle so just beware that the handle may be an issue.,3 out of 5 stars review
1/30/2024,I have had it for less than a month and it's pealing already.,3 out of 5 stars review
2/14/2024,It's a bit too big and the lid is hard to get off and on right,3 out of 5 stars review
1/26/2024,"Would have been 4 or 5 stars if the handle wasn't loose, and it would not tighten",3 out of 5 stars review
1/29/2024,I don't like the straw's being permanent.,3 out of 5 stars review
2/6/2024,Good capacity.  Water doesn't stay cold even with ice for more than about 4-6 hours.,3 out of 5 stars review
2/16/2024,I love a dupe but I hate that the handle gets loose. Holds ice really well.,3 out of 5 stars review
11/12/2023,The cup tilted when it was sat down and the straw was cracked. Kept drinks cold. I'm sure I just got a bad cup.,3 out of 5 stars review
12/21/2023,"I'm on my third day using it and so far it  hasn't kept my water cold, only cool to temperate, as the ice melts fast.",3 out of 5 stars review
1/11/2024,"It didn't fit my Honda Pilot drink holders. the cut was too large, making it spill over",3 out of 5 stars review
1/24/2024,handle is loose already and doesn't keep drinks very cold.,3 out of 5 stars review
1/14/2024,i got this cup a few months ago it does great but ice does melt fast!!,3 out of 5 stars review
1/18/2024,I like it but it's too big,3 out of 5 stars review
1/22/2024,This 40oz.  Up is too big and too Havea y. I will return for 30oz.,3 out of 5 stars review
10/24/2023,Bought this because I couldn't make myself pay Stanley prices. This Ozark Trail cup is okay for the price. Doesn't hold ice for too long.,3 out of 5 stars review
10/13/2023,I bought it to try it out and the cup is so large that it makes me feel odd drinking out of it. It does keep my drink cold for the work day.,3 out of 5 stars review
9/9/2023,"Unfortunately the lid screws on difficulty and the straw isn't aligned with the front or back, more towards the sides.",3 out of 5 stars review
8/9/2023,So far it's keeping my iced tea cold during the day ( but not overnight.)  I don't like the straw. It's not leak- proof.  I would not purchase again.,3 out of 5 stars review
8/10/2023,The lid gets stuck and very hard to remove. Doesn't keep drinks as cold as some of the other cups I've tried.,3 out of 5 stars review
8/10/2023,Loved! Sadly can't give it 5 stars because the bottom part of the handle came off and now I can't use it,3 out of 5 stars review
7/26/2023,Loved how the tumbler kept my drink cold. Didn't like the fact that it made my water taste like a metal taste. Going to take the tumbler back.,3 out of 5 stars review
7/7/2023,"Love this tumbler, very similar to the Stanley quencher. Wanted a second but saw the price has gone up $5 since March, which is ridiculous.",3 out of 5 stars review
5/6/2023,I have the 40 0z cup and it leaks if tipped over.  My similar cup by Simple Modern is way better  and leakproof. But for the price this ok for home use to remind me to keep drinking that water!,3 out of 5 stars review
6/6/2023,"So the water is cool after 24 hours but ice was melted, I like the flexible straw but was hoping ice would last longer. For that price tho it's a great mug.",3 out of 5 stars review
11/23/2023,Kind of false advertisement if you dont read the description. The cup does NOT come with a straw!!,3 out of 5 stars review
12/3/2023,the handle broke on it about 2 months after i bought the cup,3 out of 5 stars review
12/22/2023,Most times I set it on most surfac s it falls over.,3 out of 5 stars review
11/4/2023,the lid had no vent to use without straw,3 out of 5 stars review
12/16/2023,the straw holder was lose,3 out of 5 stars review
12/9/2023,the cup came very dirty and there is eithet a scuff or small scratch i cant get out,3 out of 5 stars review
11/3/2023,Very good at keeping my drinks cold.  But take care because it's top heavy and easily tips over!,3 out of 5 stars review
11/12/2023,"As for looks it cool, but it leaks really bad if knocked over.",3 out of 5 stars review
3/4/2023,"So I have the namebrand version of this type of mug that went viral on TikTok. This Tumblr has the same look and almost does just as good of a job. So for same-day use you are going to still have a cold drink all day. One difference I can see is overnight. Why am I drink? Does stay cold the ice does not stay in the cup in melt were in the name brand version overnight I still have ice in the Tumbler. Overall, I think this is a pretty good dupe in a sense if you don't want to spend the money on the brand version I can see there is definitely different quality in the handle of the cup and the weight of the cup but if you're not picky and you just want a large Tumblr for your drink and they should be fine",3 out of 5 stars review
8/22/2023,Doesn't keep ice for long and doesn't hold up well with normal wear and tear,3 out of 5 stars review
8/2/2023,Good except the handle broke off very easily,3 out of 5 stars review
8/12/2023,Top is hard to get off and on,3 out of 5 stars review
10/2/2023,didnt include straw. otherwise great!,3 out of 5 stars review
8/12/2023,Cup was great until handle broke off,3 out of 5 stars review
8/7/2023,Wanted it to have a sip slot as well as a straw.,3 out of 5 stars review
7/27/2023,"Great size and versatile, however, the handle broke off after 2-3 month use.",3 out of 5 stars review
8/7/2023,I loved the cup but it only lasted 3 weeks and the handle fell off.,3 out of 5 stars review
10/5/2023,"Bottom of cup is too narrow ,it tips over.",3 out of 5 stars review
7/14/2023,I love how cold it keeps everything. Not a fan of the silicone straw,3 out of 5 stars review
9/12/2023,"Love the cup, but when ordered to be shipped, it arrived without a straw.",3 out of 5 stars review
7/4/2023,Came with a dent in it. Ice melts quicker then I thought it would.,3 out of 5 stars review
8/9/2023,I loved how it kept ice for a long time but it is starting to chip,3 out of 5 stars review
8/28/2023,My cup had a stain due to the big tag it comes with 🥺,3 out of 5 stars review
10/5/2023,It leaks just like the Stanley.,3 out of 5 stars review
7/2/2023,It holds a lot of water and I can't taste the rubber straw. It doesn't hold ice very long thought,3 out of 5 stars review
8/23/2023,Great cup but straw broke almost immediately. had to buy replacement ones off amazon.,3 out of 5 stars review
6/30/2023,Didn't come with a straw like in the picture.,3 out of 5 stars review
9/9/2023,handle didnt stay tight long.,3 out of 5 stars review
9/11/2023,I enjoy the cups as a Stanley dupe but leaks quite often,3 out of 5 stars review
7/23/2023,"Pretty color, doesn't keep ice though.",3 out of 5 stars review
7/10/2023,The lid is hard to get on and off sometimes. Would not buy again.,3 out of 5 stars review
7/3/2023,"Straw doesn't have a lid, and the actual lid doesn't close with the straw",3 out of 5 stars review
8/28/2023,Very similar to the famous Stanley but doesn't keep drinks cold very long,3 out of 5 stars review
7/19/2023,didnt think the quality was up to par on this one but its a cute cup i returned mine,3 out of 5 stars review
8/15/2023,"Overall a great mug that keeps ice cold, however the paint is chipping off after the first wash.",3 out of 5 stars review
7/15/2023,"Dropped it once and the handle broke off. Insulates well, just not built very durable.",3 out of 5 stars review
7/26/2023,the handle broke the first time i tried to open the cup,3 out of 5 stars review
8/12/2023,it doesnt let you drink from your left hand,3 out of 5 stars review
8/9/2023,Handle broke off after a few weeks. Walmart replaced it.,3 out of 5 stars review
8/16/2023,Handle is loose and jiggles back and forth,3 out of 5 stars review
7/26/2023,This cup is great for keeping drinks cold. But it is so tall that it is easy to knock over.,3 out of 5 stars review
7/18/2023,Nice cup but it stains on the outside.,3 out of 5 stars review
9/23/2023,"Doesn't kind ice from melting very well, but like that it has a comfortable handle",3 out of 5 stars review
7/28/2023,Not good for hard elements handle came off in a month still would buy again do,3 out of 5 stars review
9/22/2023,handle broke off after a few months.,3 out of 5 stars review
10/24/2023,"Doesn't hold ice as well at my yeti, but i like the straw and handle",3 out of 5 stars review
8/29/2023,"I love this cup! Very good at holding ice, however very unstirdy, my handle broke the first week😕",3 out of 5 stars review
7/14/2023,"The one I received didn't come with a straw, otherwise a great cup. Stays cold for a long time!",3 out of 5 stars review
7/14/2023,easy to hold and transport. fits in cup holder. water doesn't stay cold long,3 out of 5 stars review
6/2/2023,Works great but lid is difficult to get off. I'll barely tighten it and it is still difficult to remove when I go back to fill it up.,3 out of 5 stars review
4/13/2023,It doesn’t stay as cold as I would like but for the price it’s acceptable I suppose. It does leak if tipped. Just a warning. Lol,3 out of 5 stars review
5/16/2023,Not my favorite cup. It's very heavy. Only redeeming quality is it fits in my car cup holders. The size is awkward.,3 out of 5 stars review
3/28/2023,It a big fan of the pieced together straw…would prefer a solid 1 piece straw instead.  The cup on the other hand is GREAT!!!,3 out of 5 stars review
5/24/2023,"It's s great dupe of the Stanley cup, However mine came with a loose handle and I've read other reviews where the handles fell off,",3 out of 5 stars review
1/27/2024,"I purchased this for the 40oz feature that could/would fit in cup holder in vehicle.

I m a LONG time Ozark owner.  This particular cup is disappointing!  I'd doesn't hold the ice as long as my other Ozarks.  My others don't fit in my vehicle cup holder.  This is extremely disappointing for me.

I wouldn't purchase again, knowing the ice in the cup last only a few hours.  I'm not sure if it's even made to keep ice 18-24 hours like the older version..",3 out of 5 stars review
2/17/2024,I used this cup for a couple weeks and loved it. Then one day I accidentally knocked it off a side table next to my couch. It landed on the lid and broke the lid spilling water all over. The weight from the full cup must have been too much for the plastic lid. I elected to replace it with a tumbler with a metal lid.,3 out of 5 stars review
6/25/2023,"its nice enough and serves its purpose.  however, yhe bottom is not even so it wobbles slightly",3 out of 5 stars review
3/16/2023,great value for the money. But it doesn't fit the cup holders in my car.,3 out of 5 stars review
6/23/2023,Love this cup! Bummer that the price jumped $5 in the last month.,3 out of 5 stars review
5/11/2023,Love the color but it doesn't stay cold as my other tumbler,3 out of 5 stars review
6/10/2023,Nice tumbler but my handle broke ☹️,3 out of 5 stars review
4/25/2023,holds 40 oz but doesn't keep drink cold,3 out of 5 stars review
6/13/2023,Handle is rickety. Feels loose. Ice melts faster than I thought it would.,3 out of 5 stars review
6/21/2023,Nice cups but not very durable. The handle on the two we purchased came loose.,3 out of 5 stars review
5/10/2023,Was in a bag lost grip of the bag it fell and the Handle came off on the top,3 out of 5 stars review
6/21/2023,Nice but not durable. The handles on both of our cups came loose.,3 out of 5 stars review
5/21/2023,The handle broke after normal usage.  The contents remaun cold for 2-3 days.,3 out of 5 stars review
6/27/2023,Keeps ice cold but handle broke off within a week,3 out of 5 stars review
6/3/2023,i dont like the dents that it cane with 😔,3 out of 5 stars review
1/6/2024,"I love all my other Ozark trail tumblers, but I cannot love this one due to the screw on top!!!  Make it like all the other tumblers with a push on top and I'll give it 5 stars.  With this silly screw on thing, you get 3 stars.  Please make it with a push on top so I don't have to spend $45 for a Stanley cup!!",3 out of 5 stars review
1/8/2024,I've had my tumbler since late summer. I use it at least once a week. It's now January and it has started to make a noise. It literally sounds like there is an object rolling around inside the cup. I cannot figure out where the sound is coming from. The handle and screws are still intact. It's quite annoying.,3 out of 5 stars review
1/24/2024,"I love the water bottle. The handle is great, I love the color, it fits great in my car, and I really love the half silicone straw on top.

However, there it's one con, and it's a major one for me. This bottle does not seem to keep ice. Once I fill the bottle with ice and then add water to it, the ice is melted within a couple of hours. If even that long. It's disappointing.",3 out of 5 stars review
1/10/2024,"I got this cup from my father-in-law for Christmas. I love the look and feel AND of course the size, but I am constantly having to replace ice. Like every few hours at least which is disappointing because I'm not always somewhere that I can do that. Plus it's cold outside so I'm guessing during summer it's going to be twice the struggle so I'm definitely disappointed.",3 out of 5 stars review
1/3/2024,The cup is light and easy to grip. The problem is getting the straw in the right place to work for me. The screw top seemed to cross thread or just put the straw in the wrong place. If you don't care about those things this cup is fine for you. I learned I prefer the tervis-type gasket lids to put the straw in just the right place.,3 out of 5 stars review
10/10/2023,"The kids easily crack. Cup is ergonomic and easy to hold and fit in cup holders. The ice stay cold for hours even overnight. However, if you drop the cup at all the kids crack. I've had 3 lids crack just from dropping out of the dishwasher or on the ground. They don't offer replacement lids either. I do like the straws but wish they sold both replacements separately.",3 out of 5 stars review
7/20/2023,"When I first got this cup I loved it. My drinks stayed cold and ice didn't melt for at least 24 hours, sometimes longer. It is annoying that the straw isn't in the middle because I can't always get the straw to line up right (that could definitely be user error). The last thing that recently started happening, my ice isn't lasting as long as it was as before, it will last maybe six hours in my cup. I did accidentally drop the cup, and I am thinking I may have done something to the insulation, but I have dropped it before, and it didn't affect the cup",3 out of 5 stars review
2/1/2024,The 40oz cup is too big. It is difficult to close the screw on lid with ice in the cup and the straw in place.  Grams,3 out of 5 stars review
1/2/2024,dropped from about 3 ft and cap broke already only had it for a few weeks. otherwise decent and keeps drinks cold,3 out of 5 stars review
9/25/2023,Nice large cup that fits in cup holder. Ice melted within a normal work day. This was many days of trying it out. I live where it is hot and it does not keep drinks cold like other brands.,3 out of 5 stars review
6/3/2023,"It's pretty reasonably priced in comparison to others. I'm a tumbler, cup, mug, bottle collector, so this one isn't the greatest but for $15 it's not a bad option. It has a soft texture finish but mine doesn't keep drinks and cold as I'd prefer. It does keep drinks cool but not icy cold like other tumblers I have. If it rips over it will leak. Idk these are pretty popular right now and I'm not sure if I could truthfully say this is the best option for long span cold drinks. It will keep them cool during a 8-10 hour work day but just not icy cold. Matter of fact when I filled it with solid thick ice at 6am at work by 9am my ice was barley visible and had melted the drink was still cool but I don't the the tech this mug offers can keep things...",3 out of 5 stars review
5/25/2023,"This is a great alternative to the expensive tumblers!! Mine works great for holding my ice water all day and fits perfectly in the cupholder. BUT... the photo online is a little misleading. For some, this may not be a big deal but it is increasingly driving me nuts. The photo depicts the tumbler being right-handed with the straw closest to the edge. 

While you can hold the tumbler in your right hand (obviously), the straw is on the opposite side. I checked to see if the lid could be switched over and no matter what I do- it still screws in the same spot. Being a right-handed person, it's annoying to try and switch hands. Also noting that when driving a car, most cupholders are on the right side of the driver. So, when I try to pick this u...",3 out of 5 stars review
2/9/2024,A little disappointed. wish I had returned for a shorter one but nothing wrong with it.,3 out of 5 stars review
2/20/2024,This is not a Thermos.  It does not keep items hot near as long as Thermos does.,3 out of 5 stars review
12/12/2023,"love the cup. holds ice for about 20 hours
 arrived scratched, staw is hard to clean, lid will get stuck on if you put it on tightly!",3 out of 5 stars review
12/15/2023,It's wonderful to have the handle but it's too tall to fit in some cup holders.  Keeps things perfectly cold or hot for hours!,3 out of 5 stars review
11/9/2023,"They need to work on the durability of the handle and  it would be great, it did keep drinks cold and held ice great!",3 out of 5 stars review
1/16/2024,"it fits nicely in cup holders in car. 
But it's to heavy",3 out of 5 stars review
1/22/2024,The handle color does not match the color of the cup,3 out of 5 stars review
10/3/2023,"Love this cup, but the handle popped off after a few months of use %26 you can't easily reattach it.",3 out of 5 stars review
10/10/2023,"After 2 weeks of use the handle broke unfortunately, other then that it's nice but I will probably replace with a different brand",3 out of 5 stars review
7/19/2023,"I love the tumbler, but after 2 weeks the handle broke :( I always love ozark product, but i am disappointed in this.",3 out of 5 stars review
9/26/2023,Way over priced the cost should be $15 bucks the product does not maintain keeping your drink cold or hot for long period of time maybe 3hrs .,3 out of 5 stars review
11/29/2023,The handle broke off after 1 week. Still keeps water cold though.,3 out of 5 stars review
11/27/2023,they keep things cold but the handles break easy,3 out of 5 stars review
10/13/2023,"it is okay, the handle is loose and can't be tightened. Does keep drinks cold.",3 out of 5 stars review
9/27/2023,i really loved this mug. but the handle broke off after a week.,3 out of 5 stars review
10/26/2023,"Haven't tried it with hot drinks yet, but it's doesn't keep drinks cold for very long.",3 out of 5 stars review
10/26/2023,Love these cups although Ive only had it for less than a month and straw broke,3 out of 5 stars review
10/17/2023,"Not very sturdy, dropped and the handle fell off.",3 out of 5 stars review
5/1/2023,I placed a pickup order for this and they brought it out to me with no straw. The product itself is good but walmart keeps disappointing me.,3 out of 5 stars review
4/10/2023,"Great size and keeps ice cold, but scratches very easily. Have barely used mine and there are already two very ugly scratches in the coating.",3 out of 5 stars review
5/16/2023,Love the tumbler. Hate the lid. Hard to screw on/off - impossible if you have small hands or arthritis.,3 out of 5 stars review
6/7/2023,Price was $14.97 then 2 weeks later it was at $19.97!? I paid $19.97!,3 out of 5 stars review
3/20/2023,"I was supposed to get four cups  ,only  got two ,why?",3 out of 5 stars review
4/14/2023,Good cup but incredibly hard to get the lid off,3 out of 5 stars review
