date,text,stars
3/13/2013,"Ok first I have to say that it took a little over week for my order arrive to my local store which is about 5 minutes from my house. With that said, I have to say I was a little skeptical like many other customers were, but after reading all the positive reviews I finally decided to get it. When I got to the store I saw how big the box was and was like OMG how am I gonna get that in my car! I purchased the Queen size mattress in the box plus the metal frames so I had two huge boxes. I did manage to get both of them in my car thanks to the Walmart employee who was very nice. My husband and I managed to get it up to our third floor Townhome as it was a little heavy. We cut the tape around it off and there is goes starting to inflate. I was SH...",4 out of 5 stars review
4/13/2017,"I recently moved and needed a new bed  so I ordered the queen size. It was really easy to inflate and has not deflated since I started sleeping on it a month ago. I will agree with one of the previous reviews that it is a little bit too firm. Luckily, I had a gel soft foam eggshell type deal that I put on top, flat side up. It's the perfect mix of having a firm foundation with the perfect amount of softness to it. My boyfriend says it's the most comfortable Matress he has slept on even more than his own bed. It's a good deal for what you get! Frame also bought from Walmart.",4 out of 5 stars review
9/2/2017,"This review is for a TWIN ""Slumber 1 - 8'' Mattress-In-a-Box"" purchased in August 2016. I've been sleeping on it for just over a year. I am 6'1"" and weigh 150 pounds. Would I buy it again? Probably, but I sure wish it was firmer.

Positives

Price: I paid $99 + $6 tax for a total of $105. I replaced a popular name-brand mattress whose current (9/1/2017) advertised price is $652.

Free shipping.

Shopping convenience: No having to shop in retail stores.

Delivery convenience: No hassling with transporting the mattress, paying for delivery, or even having to be home when it is delivered. The box was left standing beside my front door.

No strong odor. I am sensitive to strong odors and was pleased that the mattress didn't stink.

Silent. On m...",4 out of 5 stars review
1/6/2024,I got this for my daughter when we upgraded her bed size. It arrived super fast and packaged perfectly. It didn't take long to fill out once out of the plastic and she says it's the best sleep she had had in a long time. Her little brother even has been sneaking into her bed to lay on it.,4 out of 5 stars review
1/6/2021,Seems like a good product since my kids like to be bouncy and it seems to be comfy my daughter likes it shes 10,4 out of 5 stars review
6/30/2020,The package was dirty and torn. The mattree was intact and nicely packed. It inflated immediately (check the photos). Overall satisfied. Matched it with a zinus platform bed.,4 out of 5 stars review
3/25/2014,"Day 2.. So far so good! Mattress expanded in 10 min or so, it reached more that the size I ordered (8""), see pictures. Mattress is firm but comfortable, design on it looks good. I'll make an update 6 months later. Got questions?, ask me!",4 out of 5 stars review
5/10/2016,We are so surprised at how comfortable this bed is. We bought it for our 16 year old son and he loves it. It comes rolled up in a box and quickly springs to life after unrolling. Amazing!,4 out of 5 stars review
9/13/2015,"I had been searching for a decent, inexpensive mattress for a while now, but worried about the trade-off for quality and comfort. I stumbled across this mattress, and after seeing other reviews and being happy with the price, I decided to purchase it.

It arrived via site-to-store very quickly. It was rolled up and vacuum-packed in a box (roughly 60lbs; the box was able to fit into my sedan). It was easy to open and get set up on my bed frame by myself. It didn't really have any noticeable odor unless you put your face right up against it. I let it air out for several hours, but the instructions recommend letting it fully expand for 48 hours. However, seeing as I had nowhere else to sleep, I slept on it that night. It was ""fluffy"" enough at...",4 out of 5 stars review
6/27/2016,"Wow, I love this mattress! I was very reluctant to purchase it but I only wanted it for a spare bedroom. I loved it so much I got a second one for my own bed! I have not been bothered with my every morning back ache since I've been sleeping on this mattress! Very surprised at the size of the box it arrives in but I opened it and let it set for 2 days and it is perfect, no smell at all and nice and firm. Love it! Definitely a great buy!",4 out of 5 stars review
9/26/2016,"After reading through many reviews I decided to get this for my 10 yr old son who complains that his old mattress was just not comfortable anymore . Being 2-3 times more expensive no less. It came packaged perfectly, easy to open and set up. I let it set for a day before use . Kids both agreed it's much more comfortable and even I slept in it over the wknd. A definite must if you need a new affordable mattress.",4 out of 5 stars review
10/9/2016,"The mattress arrived on time and was easily maneuvered  upstairs and atop the bunk bed.  My grandson was anxious to sleep on it that night so 4 hours to ""reboot"" was all the time we gave the mattress.  Plenty of time for the air to ""fill"" the mattress back up.  No fumes, everything was fine.  The 12 year old twin boys take turns sleeping on it, and are comfortable.  I climbed up there and found the mattress to be quite comfortable.   Pleasantly surprised in the comfort  as I really was just filling a void.  I had just purchased the bunk ( from Walmart) and needed the twin mattress.  I'm considering replacing the bottom ( full size) mattress with one from this same manufacturer.",4 out of 5 stars review
9/19/2013,"I ordered the Full size mattress for my 12 year old daughter and she loves it...it is very comfortable. it was so easy to do. you open up the box...remove the plastic and like magic the mattress starts to form right before your eyes. we waited 1 hour before we laid down on it. we wanted to make sure it was fully inflated. We had ordered a twin size slumber 1 mattress also 8"" about 2 years ago and we couldn't be happier with it.",4 out of 5 stars review
9/17/2016,"I have the same mattress for all members of my family. It's nice and cheap and we get a good nights sleep on it too. I like the fact that it comes in a box so I can choose to collect from store without worrying if it will fit in the car or not. The only downside is that you can not turn the mattress over every couple of months as you are supposed to because only one side has cushioning enough to sleep on. You could just rotate it so it doesn't wear in one place though, that would work.",4 out of 5 stars review
8/22/2023,"Very comfy, perfect balanced between firm and soft. 8"" really is enough unless you want that ultra soft sinking feeling. The only thing is that there's no edge support so you don't want to sleep too close to the edges, but it's good for the $125 price. (Also please buy a queen size bed if you are over 5'11"", my feet are always hanging outside of the bottom edge, I really regret saving that $50 and it's too frustrating to return a mattress so I'll just have to sleep diagonally...)",4 out of 5 stars review
3/15/2017,"I purchased a king size mattress-in-a-box and give it high marks. It was exactly as advertised and an excellent alternative to much higher priced mattresses. I wanted an economical mattress as I planned to cover it with 4"" memory foam. The combination is better, imo, than a mattress costing 10x as much. Don't be afraid of buying one of these coil spring mattresses from Walmart, they are an excellent option. The delivery took longer than 2 days, as advertised, and they apologized and issued to me a 5$ voucher. And shipping was free! I would recommend this mattress to friends and would purchase one again!",4 out of 5 stars review
1/27/2012,"Very pleased with this mattress. just as comfy as one of those high end brands.

I, however, was mislead to believe that with this mattress, a boxspring was not needed. I have a small metal bed frame that I brought to college with me and picked up the mattress after I moved into my new apartment. After putting the frame together, I put the mattress on the frame and the mattress fell right through the frame. The whole reason for me buying the mattress was so that I didn't have to buy a boxspring.

Overall, the mattress sleeps great, even just with it on the floor.",4 out of 5 stars review
11/17/2016,"I read almost half of all the reviews on this mattress before I purchased it. I liked that most people thought it was a great value for the price and offered ""solid"" body support. I agree, however it should be noted that as a previous reviewer said, ""the edges of the mattress have more give"" than a standard mattress. That means if you do a lot of sitting on the edges of this mattress you will sink down quite a bit. If that's not a big deal to you than this mattress is one of the best deals around!! Before I purchased this mattress I suffered from terrible back aches (so bad that sometimes I would have to go sleep on the couch to get a good night of sleep). I haven't had a single back issue since I started sleeping on this mattress-it's been...",4 out of 5 stars review
10/5/2016,"The size (approximately 3 to 4 feet in length and two in width is my guesstimate) made carrying the box a little awkward but my 14 year old son managed to get it from the car into the house with only one pause to make an adjustment (he mentioned if the box had handles it would have been much better.)

Upon opening the box we were amazed at how well vacuum-packed it was.  Essentially it was folded in half and then rolled up.  After marveling at it for a bit we opened it up and watched as it began to inflate.  In the whole opening ceremony my kids lost the paperwork/instructions so I took the advice of the friend who had recommended it to us and let it expand for 3 full days. We just set it up last night and last night was its first sleep.  
...",4 out of 5 stars review
6/6/2016,"Only complaint I have is with  Walmart.  This mattress was too heavy and large for an older woman to handle.  This should have been able to be shipped to home. 
The mattress itself is comfortable for me. It is  very firm, so if you need more give  I would suggest getting a  thick mattress topper.  I didn't notice  any odor when it was unrolled.  I let it reinflate for 24 hrs.,  but it only got to 6 inches  instead of the 8 inches.  Not a big deal for me.  It sleeps comfortable,  and finally my feet don't hang off the end of the bed!
So far I am  satisfied.",4 out of 5 stars review
1/23/2013,"I like soft mattress as to a firm one. This one is very soft and is cheaper than a firm one. I can easily fall asleep on a soft mattress. I would recommend it to anyone to get a 10"" or 12"" thick unless you have a box spring to support it. I got a minimum thickness of 8"" (actual thickness is less) but not as good on a slat bed support. I recommend 10"" or 12"" on a slat bed support.",4 out of 5 stars review
12/23/2013,"I bought this mattress because my son had been sleeping on my old one for 10 years. Old one had a sag in middle but didn't bother him because he was so lighweight. He's 22 now and at an adult weight so his back was bothering him due to the rut. I looked at regular mattresses and they were way out of my budget. I decided to look at Wal Mart and found this for around $200.00. When it arrived in that small box I said, oh no, what have I done. We opened it up and poof, it immediately expanded to a normal size - so crazy! First he said he loved it, then he hated it. I told him to give it time as he had been sleeping in a rut on the old mattress and this new one was firm. Next day, I asked again.....he said he absolutely loved it! I did however j...",4 out of 5 stars review
7/29/2023,"Came fast, easy to get out of box. It looks nice, but after sleeping on it a few nights it's a little too firm for me personally. I was on a tight budget and got this one for the price and thought hybrid would be a good fit. I'm going to get a topper hopefully that helps.",4 out of 5 stars review
8/31/2013,"This bed was everything that I expected. This is the second Mattress-in-a-Box I've purchased. I originally purchased a full sized one a few years ago but I wanted to upgrade. So I sold the full and bought the queen and I couldn't be happier. However this time around it looks like the mattress wasn't made with the same materials. This latest version doesn't have the satin finish like the original one I had. The material is more of a full cotton, almost plush tissue-like material. Still equally as soft but not expected. The only complaint I had with this mattress was that it came with a stain on it. The stain was negligible however enough to annoy me. After opening the product however I didn't feel like having to troubleshoot how to ship it b...",4 out of 5 stars review
9/26/2014,This mattress is what I was looking for (a regular size mattress) with comfort. With this mattress coming in a box is one great surprise; follow the instructions and you'll have one great mattress to full form in about a day. I have had this mattress under a month; molds to one's body and bounces back...no sagging of any kind and I am over 300 lbs. Very firm and I have appreciated the full nights of sound sleep. The mattress is used on my new Premiere Bow Flex Bed Frame. I'm happy thus far. And there is a great warranty.,4 out of 5 stars review
7/28/2023,"Good mattress, got it for my 10 year olds canopy bed. Fit perfectly, good quality and she thinks it is super comfy, ONLY drawback is the horrid smell!!! I let it air out, I open her windows and now I've resorted to spraying perfume on the bed. I'm considering buying a different mattress if this smell doesn't clear out soon.",4 out of 5 stars review
8/13/2023,"I like the feeling of the bed, a bit firm but I like it (I'm not too picky) it definitely helped my back A LOT, before this bed, me and my boyfriend were sleeping together on a twin and it was horrendous. I jus got my first apartment so I'm starting from scratch. Only thing about it is it's not very thick like the $1000  beds we saw at mattress firm so we need a box spring since the bed frame I brought was lower than I expected but I still give it a 9/10.",4 out of 5 stars review
7/27/2016,"I was looking for a reasonable price twin mattress for my father-in-law .   He wanted something less than 150.  After researching walmart's website for mattresses the Slumber 1-8"" mattress-in-a box had many very good reviews.  So I took a chance and bought it with the Spa Sensations steel Smart base bed frame.   It arrived within the week.  I could not believe the mattress fit in the box.  I was a bit scared it would be damaged.   To my surprise it turns out the mattress was well wrapped and unrolled perfectly fine.  I laid it out for 48 hours to flatten the mattress and allow my grandfather to sleep on it.  The next morning he said he slept very well.  Ever since he has been taking multiple naps during the day, and enjoying the feel of it....",4 out of 5 stars review
2/8/2024,"Very comfy and you get a good night rest on it. It's for my 6 year olds room, but I have napped on the mattress best naps ever !",4 out of 5 stars review
11/4/2023,Not the best mattress in the world but it is definitely worth the price and it is comfortable. This is my second time buying the mattress with the first one lasting 5 years.,4 out of 5 stars review
11/17/2023,"Mattress topper fit perfectly on my bed. it adds extra softness that I wanted. Only negative is when you sink in it's really hard to change positions, a indentation stays for a while?",4 out of 5 stars review
12/17/2023,"we bought this for our daughter's new bed and its very comfortable for her, however,  no regular sheets fit it. the lenth is ok but the depth is weird and the sheets sit loosely.",4 out of 5 stars review
12/18/2023,Very pleased with this mattress for the price. Bought for my son %26 he loves it. Followed instructions %26 waited 3 days for it to complete regain it's shape before using it. Just bought another one for my daughter.,4 out of 5 stars review
11/17/2023,Good quality only complaint was the price apparently changed between putting it in my cart and paying so I paid more but my fault for not triple checking,4 out of 5 stars review
10/28/2023,the only thing I think that could make it a better mattress for the value would be a little thicker topper on the mattress other than that I'm really pleased with it.,4 out of 5 stars review
10/29/2023,"Unpacking was smooth. Definable serve the purpose. I like firm bed and this is exactly as I expected. Product is HEAVY, hence difficult at times whenever you will need to move it, can be moved by one person though.",4 out of 5 stars review
1/8/2024,"The mattress is comfortable, easy to maneuver around and the delivery was very quick. When house is rebuilt will buy several more for bedrooms.",4 out of 5 stars review
1/1/2024,"Great mattress for the price. I got this for my son, the last one I bought lasted about 2 1/2 years.",4 out of 5 stars review
8/31/2023,The mattress arrived on time.  It was easy to unravel the plastic around the mattress and it sprang right up.  So far my son has loved it.  He seemed to sleep better also.,4 out of 5 stars review
4/18/2013,"I decided to order this matress due to prior usage . It is a good mattress; I do not have backaches after a night sleeping on it. Overall, it is a very good value . I have reccommend this to several people.",4 out of 5 stars review
9/20/2023,Pretty comfortable for the price. It is more on the firm side and you do not sink into the bed like a memory foam mattress which is nice. Set up was easy and shipping was fast,4 out of 5 stars review
2/2/2017,"easy to handle and move it came rolled up in half  one person can move it .It looked like it was a twin size ,but when it was undone it was what I had ordered a KING SIZE!!!",4 out of 5 stars review
9/10/2023,The box was delivered with a little damage but the mattress so far has been amazing. We waited 24 hours to ensure it was completely inflated. So far my son is enjoying his full size mattress.,4 out of 5 stars review
9/5/2023,"I like it very much.  It did not smell, as I was warned.  I left it alone for 3 days to rise.   I'm a big woman (240 lbs) and this 8"" mattress supports my greatness.  Quite comfortable.",4 out of 5 stars review
8/18/2014,It only expanded to 7 inches but it's very comfortable. The smell doesn't bother me but if you're sensitive to smells it might be a problem. It can handle my weight just fine (250 lbs.).,4 out of 5 stars review
6/22/2023,"Overall this mattress is moderately softer than the Zinus 12” tea tree mattress we have. Since my weight is 160lbs it is functional and comfortable. However, if you are a heavy person this mattress most likely would be to soft. Sitting on the edge of the mattress flattens the mattress and has difficulty supporting my weight. I will use this mattress but I would recommend the natural tea tree mattress which is about $70 more. This mattress has coil spring whereas, the tea tree does not. The mattress fully expanded to 8” in 48 hours. This mattress would be perfect for children.",4 out of 5 stars review
3/19/2023,I purchased this mattress three years ago for my oldest. It's a good mattress and lasts. This is why I purchased it again. It's firm and opens up fully out the box. No flat spots. Only reason I took a star off is because the bed is very bouncy. Other than that a good quality mattress that I got at a good price. True twin size by the way. Fits any standard twin size bed frame.,4 out of 5 stars review
1/26/2024,"The mattress was of good quality and comfort, i will buy it again.",4 out of 5 stars review
2/5/2024,Vacuum seal package is great and overall comfortable just a little hard,4 out of 5 stars review
2/14/2024,Cover was okay but was not as fluffy and soft as I hoped,4 out of 5 stars review
8/8/2016,"I bot the 8"" firm mattress because I only had 2 choices:  soft or firm.  I would have rather had a medium firmness with more cushion as this mattress is a little hard.  The firmness is fine, but there isn't enough padding to make it comfortable for the bones.",4 out of 5 stars review
4/29/2020,"Only have been sleeping on it for about 2 weeks, but so far it's great.  I mean, you get what you pay for, so it's not the *best* mattress I've ever slept on, but with a good eggcrate and  liner, it's miles more comfortable than my 10 year old Serta! Setting it up was super easy, and I have no boxspring, just the metal frame usner the mattress.  No complaints!",4 out of 5 stars review
1/20/2013,"I was very afraid to spend such a cheap amount for a mattress but I read all the reviews and found everybody liked it so I took a chance to buy it because I desperately needed a new mattress because I was waking up feeling miserable with aches and pains everywhere. Well to my surprise the first morning I woke up I was like "" wow I sure feel different ."" It is worth the money!",4 out of 5 stars review
7/24/2014,"Just picked up the bed from my store on 7/22/14. The Site to Store option is always the best because I'm not always home to ship to house. The bed was presented to me in a box, which was a little concerning. When I got home and cut open the box, you can see that the bed basically looks like it has been vacuum sealed into a really larger plastic bag. Once you break the plastic, you immediately here the bed start to suck in air, lol. It started to inflate into a full size twin bed instantly. Within 5 mins of removing its packaging, we had it on the floor and my boyfriend who is 6' and 240lbs, laid on it and complemented on how comfortable it was. He continued to lay on it for the next 3hrs while watching a movie to ensure it was going to be g...",4 out of 5 stars review
5/19/2013,"I was truly amaze to watch this mattress inflate let a blowup bed ,but it was full size mattress that was very comfortable but very firm. In next 48 hours the mattress was up to it's full size and even more comfortable. I was even more impress on how it was pack for delivery the box fit in the rear of car.",4 out of 5 stars review
7/14/2016,"The mattress came one day later than expected, but other than that everything was as stated. It came in a box rolled up.  I unwrapped it as instructed and it took about 24 hours for it to reach 8"".  It was a little softer than I would like, but my 4 year old is sleeping on it and it seems to be fine for him.",4 out of 5 stars review
11/4/2016,"bought for a teenager,twin size used on a platform. It is a bit firm but not like a rock. it has enough ""give"" to be comfy  but you won't sink to the bottom like a cloud. haven't had any complaints  and he seems well rested. We also have a queen size on a platform have had for 3 years  with two people sleeping on it one over 200lbs one just under and it is holding up well. we have a thin topper on that one (not memory foam) I expect at around the 5 year mark we may get another to replace the queen. cost and value are nice.",4 out of 5 stars review
6/20/2016,"I only have this item in use for two days. So far the mattress feel comfortable and provides a respectable quality for the money.  This is not a top of the line mattress for a daily use, but it will serve us well for our guest room.
Will provide another update in a few months to see how the mattress performs after multiple uses.",4 out of 5 stars review
5/25/2013,"Much better than I expected for the price, a real value. I bought this in a queen size for my guest bedroom and tried it last night. It's very comfortable. I don't know how it will hold up, but it will not be used that often. Surprising that it was delivered rolled up, and expanded to full size after a few hours.",4 out of 5 stars review
11/7/2023,"For the price it was definitely a good buy! Although I think if I order again, I will get a thicker mattress.",4 out of 5 stars review
11/10/2023,"For the price it's not bad . A spring mattress that's not stiff hard ,  it's great for a starter mattress if you're just trying to get things going .",4 out of 5 stars review
1/5/2024,Very comfortable and a great bed for our truck camper.,4 out of 5 stars review
1/4/2024,"bed is great, not too soft and feels pretty sturdy.",4 out of 5 stars review
1/2/2024,"great price, fast shipping,  comfortable to lay and sleep",4 out of 5 stars review
1/7/2024,"easy shipping /delivery,  good support for 180lb guy and company....",4 out of 5 stars review
1/16/2024,Seems to breakdown when used daily. Might want to spend another $100 unless used sparingly,4 out of 5 stars review
12/26/2023,Comfortable for my kids bunk beds,4 out of 5 stars review
1/10/2024,it's a little too firm for me but I will solve with a pillow topper.,4 out of 5 stars review
10/3/2023,"I purchased 2 of these.  One for my camper and the other for my daughter, very comfortable and great price.",4 out of 5 stars review
10/23/2023,Nice and firm. Was able to sleep without back pain. Low profile. You can kind of feel the springs but could always just add a topper.,4 out of 5 stars review
8/24/2023,it came as stated. inflated to be a firm mattress. i havent had it long enough to know if its durable or will last,4 out of 5 stars review
3/27/2023,I like this mattress the look of it is really nice and I love the firmness I wish it was a little thicker but the price is what I wanted so I like it. I've purchased this mattress twice now for two different beds so yes  that means I do like it,4 out of 5 stars review
11/25/2023,It will get the job done. It is a little firmer than I would like but overall ok.,4 out of 5 stars review
12/2/2023,"Mattress a lttle to hard, but everything else is great",4 out of 5 stars review
11/25/2023,this mattress was perfect for our guest bedroom,4 out of 5 stars review
12/22/2023,Good bed add a pillow top and enjoy,4 out of 5 stars review
11/4/2023,"The mattress firm and heavy. It's great, I got it on sale.",4 out of 5 stars review
11/18/2023,got this mattress for my 13 year old. he has no complaints.,4 out of 5 stars review
12/20/2023,my children loved em said they are very comfortable I purchased a queen and queen,4 out of 5 stars review
12/24/2023,The height and firmness are nice,4 out of 5 stars review
11/8/2023,The mattress is comfortable. Just remember 8 inches is a lot smaller than you think.,4 out of 5 stars review
9/25/2016,"very easy set up.  came up to size very quickly.  wish the sides were just a bit stronger,  you notice it when you sit on the side of the bed to put your socks on.",4 out of 5 stars review
2/22/2017,"My mattress in a box was delivered within two business days, no shipping charge. It was easy to remove from the packaging and was ready to use that night. Much more convenient and less expensive than a mattress store.",4 out of 5 stars review
7/31/2019,"I have been sleeping on this mattress for about a week now and I have to say that it is comfortable! There weren't any weird smells lingering and it inflated to the full 8"" all the way across the mattress. As a 5'10 women (roughly 150lbs) I was able to get it out if the box, out of the plastic, and onto my bed frame within 15 minutes.

Cons: 
- There were not any instructions provided on how to decompress the mattress or how long to let it sit before using 
- It has a long yellow stain in the corner of the it",4 out of 5 stars review
11/9/2019,"The idea of a getting a rolled-up compressed spring mattress delivered in a box made me skeptical, but I took a chance and I'm surprisingly pleased thus far.  (I don't know how well the mattress will hold up over time, but so far, so good.)  There is a warning that the mattress is ""under a lot of pressure lately"" and to be cautious when releasing it, but the mattress made a noiseless smooth transition within a matter of seconds.  I was actually amazed over what I saw transpire as well as what I did not see but obviously had occurred.  The mattress appeared to be fully inflated and ready to use, but I followed the instructions and let it set(tle) for 48 hours on the floor.  I'd say that the mattress is reasonably priced, of at least satisfac...",4 out of 5 stars review
12/28/2012,"I went from a 10 year old $900 king size mattress to this bed-in-a-box. It was pretty much what I expected. It's comfy, but thin and the edges drop. When you sit at the end or side of the bed, you kind of slide down because there's little support around the outside of the mattress. It was easy to install and would be good for a guest bed, but I'm sure I'll be purchasing a ""real"" supportive mattress within the year.",4 out of 5 stars review
12/29/2016,"So, my 4 & 5 year olds were ready for regular beds. These were the Best plan for my family for the money! We already had frames, but new mattresses locally were just out of our reach financially. Other than a minor shipping glitch which, may have been my own fault, everything else went perfectly! They set up in minutes, I let them ""settle for 72 hours, just to be sure, & VIOLA! New beds for my kids. They are both VERY HAPPY, which makes me happy! THANKS WALMART!",4 out of 5 stars review
9/12/2013,"I bought this to go with a platform bed, and because shipping was a lot less hassle that wrestling a mattress up the freight elevator to my apartment and it arrived when expected.

When I opened the box the first thing I thought was: this is a mistake. How are you going to fold this thing back up and lug it to the store? Even though it expanded as promised, I was still skeptical.

I let it breathe for the recommended time. When I did sleep on it, I was amazed. I kept waiting for it to collapse but no, I slept like a baby. I don't know who this mattress would not work for, but it works great for me. I'd buy another without thinking twice.",4 out of 5 stars review
4/2/2013,I purchased this mattress for my sons first big boy bed. It does come in a box. I did have it delivered and they left it on my step. I had no problems moving it myself (single mom). The mattress does expand a great deal after you open it up and gets firmer within one day. I would not get this for a grown person or very heavy child. It is a great starter mattress for a little one. My son loves it and sleeps very well.,4 out of 5 stars review
10/31/2016,Received it quickly in a box as advertised. Opened easily and took on the shape and size as per the description. It fit perfectly into the twin platform bed I purchased and it appears to be very comfortable. I guess time will tell about durability but appears sturdy enough for an adult sleeper. This one is in my guest room so will be used few weeks at a time on and off. Very pleased with it so far. Didn't give it 5 stars since not sure about the wear.,4 out of 5 stars review
