date,text,stars
10/20/2023,These were great at first! I liked them so much I bought 3. Now less than 3 months of use and 2 out of the 3s handles have broken. They are too large to not have a working handle so they are useless now.,2 out of 5 stars review
1/23/2024,"it nice looking pretty tall 
when i received it the straw has slits around it wont beable to use so im get nna have to find a real long reuseable straw",2 out of 5 stars review
1/25/2024,"Too big n bulky. Wanted something bigger for car trips. Too big 4 a Senior 2 be lugging around. Yes, I'm 60! I have a 25 oz. one %26 it won't even fit in the cup holder, like it's suppose too? The handle is awkward too...",2 out of 5 stars review
1/19/2024,"The cups works well for keeping ice and drinks cold, but the handle came loose after a day of use. My husband tightened it, but it just comes loose again.",2 out of 5 stars review
9/24/2023,"Holds ice long over a day. Overall I like the cup, but there are a few disappointments. 1. The cup leaks extremely easily. You just tip the cup ever so slightly, and water is pouring out all over everything. 2. The handle wont tightened. Kinda like someone or something stripped the screws.",2 out of 5 stars review
8/27/2023,"my tumbler arrived in the mail with a shattered lid, in three pieces! This color is out of stock at stores within 50 miles of my house that is why I ordered it for shipping. so, I called customer service, and they gave me a $5.00 off my next purchase of $10.00 or more! I ordered a replacement lid from Amazon  however it does not fit it is to small, also the lid from my Stanley does not fit it either ! I love the color of the cup i wish I had the lid!",2 out of 5 stars review
9/18/2023,"I have no idea about the quality or the function of the cup…the colors are vibrant and it's a great dupe for you-know-who….however, it was “packed” with some ladies boots…very loosely packed…and arrived dented. Had to return. I've ordered a replacement however-the cup is lovely!",2 out of 5 stars review
9/26/2023,Been wanting them to add a handle but of course they went SUPER cheap %26 Chinese on the handle %26 cup. 2 handles broke already in less than 3 weeks. Should have molded the handle into the metal with metal.2 cheap screws into plastic is a joke. Great potential but this model fell short. The old 40 oz is still the best.,2 out of 5 stars review
8/23/2023,"I love the size of the cup and the fact that it fits my cup holder in my car; however, mine does not keep ice at all. The ice even melts within 1 hour inside of an air conditioned home. I have owned the Yeti version Ozark cups and they hold ice well, BUT NOT THIS ONE!",2 out of 5 stars review
2/13/2024,handle came undone and not able to fix it and had to throw it away. Otherwise I loved the mug and was Fairy disappointed when I had to throw it away,2 out of 5 stars review
10/28/2023,"There is a dent in the bottom which causes it not to be level when sitting on a table
The straw also didn't come with the extender so it was too short to even use",2 out of 5 stars review
11/3/2023,"Ice melts in a few hours,watering down drink badly.Very disappointed. Spend the extra money for a  name brand.This was a waste of money.I do not recommend.",2 out of 5 stars review
12/3/2023,I find that this cup does not keep ice as long as it should. Mine ends up melted within an hour. Kind of disappointed that it doesn't work that well for $20.,2 out of 5 stars review
4/17/2023,After one day of use my straw topper is already ripping I was super excited about this cup! Attempting to cash in the lifetime warranty but already having issues,2 out of 5 stars review
1/19/2024,Ordered this online. The color is beautiful. However to bottom of the cup is dented and wobbles when I set it downdy. Sending it back.,2 out of 5 stars review
1/16/2024,"Cup is great, lid is terrible.  Lid is hard to get started and straw does not line up towards front for right hand user",2 out of 5 stars review
7/31/2023,The cup worked great for about a month.  Then the top part of the handle snapped. The bottom part is still connected however its lost all functionality.  Very disappointing.,2 out of 5 stars review
9/17/2023,It was gift for someone and they told me that the handle broke off without even dropping it. I took a look at it and it looks like it was just poorly glued on.,2 out of 5 stars review
10/8/2023,Should've believed the reviews I saw about the handle falling off! Super disappointing when you buy a tumbler with a handle and within 3 weeks there's just an ugly patch of unpainted metal where the handle used to be.,2 out of 5 stars review
10/23/2023,"I bought this as a cheap Stanley replica but its nowhere near a Stanley. This leaks with the lid on, I stopped using this because of how often it would leak and spill in my bag. Spend the money to get something better.",2 out of 5 stars review
6/16/2023,"Although I loveeeee the look of this tumbler, it doesn't keep drinks as cold as others. I have the purple Ozark trail one and it's great. Rec'd this one, filled it with extra ice this morning to make sure I wasn't crazy and sure enough, it's already melted by noon.",2 out of 5 stars review
5/7/2023,"Handle was loose when I picked it up, but I liked the price point. It went through the dishwasher exactly one time before the handle came off completely. Crappy design! Other than that, the cup does what it's supposed to I guess. I prefer my Simple Modern Trek cup.",2 out of 5 stars review
2/14/2024,Should come with a straw.,2 out of 5 stars review
1/26/2024,doesnt keep water cold and leaks at the top,2 out of 5 stars review
2/11/2024,"It does not keep my water cold for 12 hours, maybe 2 hours cold.",2 out of 5 stars review
2/9/2024,I love the color but the cup is too heavy and bulky to use.,2 out of 5 stars review
2/15/2024,"pick up order, they picked one without a straw",2 out of 5 stars review
11/13/2023,My package was left out by the garage instead of at the front door! I'm glad I was home to get it right away! Not a good thing!,2 out of 5 stars review
1/6/2024,more burnt brown not red photo deceiving,2 out of 5 stars review
1/25/2024,Ice starts melting almost immediately,2 out of 5 stars review
1/19/2024,definitely NOT spill proof!,2 out of 5 stars review
1/6/2024,"My cup came with a white, rubber straw. Will be returning for false advertisement",2 out of 5 stars review
7/14/2023,Love the size of it. The handle was extremely wobbly and ended up breaking not even after a week of use…,2 out of 5 stars review
8/27/2023,It's good for a little while and then the handle breaks off. Doesn't hold ice well after a few weeks either.,2 out of 5 stars review
7/12/2023,"Poor quality. I only handwashed the tumbler, and the handle fell off after 3 weeks of normal daily use.",2 out of 5 stars review
7/17/2023,The handle broke on this and unfortunately it is unusable. I do have another color that is working great so far.,2 out of 5 stars review
8/31/2023,Ordered online cup was dented on arrival and a week later the handle came off. But it did keep ice very well. Perhaps I was just unlucky,2 out of 5 stars review
8/1/2023,"Decent cup, lid suctions on too tight, broke handle off trying to open the lid. I don't drink water cold so cannot comment on that.",2 out of 5 stars review
8/28/2023,The straw doesn't align with either a right or left handed hold. It's off to the side. It does keep things cold. Probably would just by the Stanley,2 out of 5 stars review
9/3/2023,"Cute colors but does not keep liquids cold very long. Also, mine did not include a straw that actually fit the drink.",2 out of 5 stars review
9/17/2023,Nice size cup and the handle is convenient but ice melts within an hour and the cup leaks if it's tipped over,2 out of 5 stars review
8/20/2023,"Nice cup and comparable to the Stanley cup, however the handle snapped off after a couple weeks of using it.",2 out of 5 stars review
7/2/2023,"It's light weight, but the handle is wiggly, not spill proof at all and does an okay job of keeping drinks cold",2 out of 5 stars review
8/2/2023,the handle broke off within a month.  great cup otherwise but the handle isn't welded or bolted on strongly,2 out of 5 stars review
6/22/2023,The pink is cute however the white on the cup and the white on the handle are different. The cup is stainless steel while the handle is cheap looking plastic at least on this color combo.,2 out of 5 stars review
11/26/2023,Not very spill proof and you must use the straw or you will not get a clean drink.,2 out of 5 stars review
12/24/2023,sent with broken straw not in original package,2 out of 5 stars review
11/16/2023,cup leaks if bumped over. i would return if i could,2 out of 5 stars review
11/9/2023,The bottom is very dented so doesn't sit up straight.,2 out of 5 stars review
11/15/2023,I was using this cup for about a month and the handle broke off. 💔,2 out of 5 stars review
11/7/2023,handle is held on by two small screws.  handle loose  and wobbly,2 out of 5 stars review
7/10/2023,Handle fell off after 2 weeks! Love the color and cup tho.  Just made terribly.,2 out of 5 stars review
7/10/2023,Handle broke during second use.,2 out of 5 stars review
8/11/2023,Loved these at first. Then they Started  to rust inside ?? Only used water in it,2 out of 5 stars review
8/20/2023,came with dents all over it,2 out of 5 stars review
7/29/2023,"Keeps drinks cold, but handle fell off after first use.",2 out of 5 stars review
7/15/2023,The handle broke away from the tumbler within a month of use.,2 out of 5 stars review
8/13/2023,"I do not like the screw on lid, very hard to losen up.",2 out of 5 stars review
9/2/2023,Handle broke off the first week.,2 out of 5 stars review
8/19/2023,The cup was broken %26 i returned the cup,2 out of 5 stars review
8/11/2023,"It looked great, but the handle broke off the first time we used it.",2 out of 5 stars review
9/17/2023,Keeps cool but dents easily. The straw gets stuck.,2 out of 5 stars review
7/6/2023,The handle broke at the bottom without being dropped,2 out of 5 stars review
8/28/2023,its not a Stanley..the ice melts like a normal cup..and doesnt stay cold like said,2 out of 5 stars review
7/16/2023,the cup shipped to me without a lid or straw,2 out of 5 stars review
9/6/2023,Loved it until one day I was putting the lid on and the handle broke off.,2 out of 5 stars review
7/11/2023,I absolutely loved this tumbler but I only had it for two months before the handle snapped off.,2 out of 5 stars review
4/6/2023,"Cute cup but doesn’t hold ice for very long and sweats on the outside. To me, the Stanley is worth the extra cost",2 out of 5 stars review
5/21/2023,This is a really cute cup and a fraction of what the Stanley cups are selling for. But… after a month and a half my handle has popped off.,2 out of 5 stars review
3/30/2023,Loved the cup but lid is so hard to put on. Bought it twice and returned them both because of issue of with lid,2 out of 5 stars review
3/17/2023,Cup came in mail broken. The bottom of the handle wasn't attached to the cup and there are scratches all over it. Returning and asking for a replacement.,2 out of 5 stars review
1/27/2024,"Lid is a disaster. Nice cup. Good choices in colors. Handle doesn't stay tight. The lid leaks bad. With or without straw a tip over will require a cleanup. Drinking without straw is also difficult due to where hole lines up with handle after screwing on lid. Ozark trail is usually my go to brand at Walmart,but this purchase will be returned.",2 out of 5 stars review
6/21/2023,I loved this cup but it didn't last long. After a few weeks of use the handle fell off.,2 out of 5 stars review
5/17/2023,straw was broken. Said will be deliver next day. Took more than a week.,2 out of 5 stars review
5/7/2023,Cup handle broke after 2 weeks,2 out of 5 stars review
6/24/2023,Not very sturdy and spills easily,2 out of 5 stars review
4/24/2023,Tjis does not keep cold very long. That is disappointing. Still a nice cup and good sized.,2 out of 5 stars review
1/9/2024,"Tastes funny even after a few washes. Also made me anxious. Anyone experience anything similar? Also has that lead button at the bottom everyone has been talking about with the stanleys. I recommend getting the 32 oz ozark and buy the handle instead. No button on the bottom, and no funny taste. Sad I'm not happy with it, but glad I didn't pay full price. It looks really nice and feels sturdy though.",2 out of 5 stars review
1/30/2024,My tumbler arrived without the straw that was advertised as included with the tumbler.  Extremely disappointed as a regular straw is too short. Limited use of the tumbler because of this,2 out of 5 stars review
1/17/2024,"Thought I was winning when I bought the knock off, but I was wrong. Had it for 3 weeks and the handle broke trying to get the lid off. The color is cute but the white part turned color just from everyday use at work. It did keep my water cold though",2 out of 5 stars review
10/7/2023,Love this cup and the colors it comes in (better than the Stanley colors in my opinion). I also love the silicone top of the straw as I have two toddlers who love to steal my drinks but are terrible on straws. BUT the handle broke within the first month of using it. Very sad and otherwise this was my favorite cup! Was planning on buying another one until that happened.,2 out of 5 stars review
2/5/2024,"straw is weird, half hard half soft. hatd to clean. the screw on lid is tough to unscrew unless yiu are tarzan.",2 out of 5 stars review
10/24/2023,Keeps water cold otherwise I'd give it only one star. Handle began to wiggle after a few uses and now the handle has completely fallen off. Would not recommend if you are looking for a cup with a sturdy handle.,2 out of 5 stars review
1/13/2024,It appears that the part that keeps it leakproof was not included in my shipment so it leaks a lot.,2 out of 5 stars review
12/30/2023,the lid kept getting stuck and the handle fell off,2 out of 5 stars review
11/13/2023,Love the cup! Or I did.....until the handle broke off after 7 months.,2 out of 5 stars review
8/25/2023,handle broke off where it is welded at the top after less than 2 months,2 out of 5 stars review
9/22/2023,The handle broke off after about 2 weeks.,2 out of 5 stars review
10/4/2023,handle broke within the first month,2 out of 5 stars review
10/4/2023,Scratched up when i got it. Returned it.,2 out of 5 stars review
6/8/2023,This has never kept my drink cold longer than a couple hours…inside or out I'm very unimpressed compared to my other similar cups,2 out of 5 stars review
4/11/2023,Had to return didn’t come with straw and listed in description,2 out of 5 stars review
3/13/2023,handle snapped on day 3 😞,2 out of 5 stars review
6/28/2023,"Nice tumblers, but the $14.99 price was more suitable.",2 out of 5 stars review
