date,text,stars
10/14/2023,The tv was broke the delivery person wasn't able to handle it I have the delivery on ring and the pick up along with picks of the broken tv  and Walmart have yet to refund my money or replace the tv it will be 4 weeks next week. I keep getting messages to review the product but no resolve,1
9/13/2023,"I'm a bit disappointed that I have to wait 48 hrs before I can report that my purchase was not delivered even after being alerted that it was delivered. I have never had to report on a missing delivery so navagating this process isn't easy. 
I would also suggest that delivery notifications come with a picture of package delivered as other delivery services do. 
In this instance it appears that my package went back to be inspected for some reason but it doesn't say that it went out to be delivered again yet it does say it was left at my door.",1
10/11/2023,"I've always been a huge fan of Vizio TVs for years, so recently needed a new one and purchased this one bc I'm committed to brand loyalty. First one I received was used (power cord was still plugged in the TV) and the screen was shattered. Went through the trouble of returning it to Walmart, then decided to get the same brand/series. Now, the second one has network connectivity issues even though my router is only 10 feet from the TV.  This happens about every 20-30 minutes, in the middle of whatever I'm watching, and won't reconnect for 5-10 minutes. No other device in my home has this issue, so I know it is not my wifi. Such a pain! Will be returning this TV and switching brands!",1
9/26/2023,"This is my second time within the last month and a half that I have a screen problem. Right out of the box I had dead spots on the top left corner of my screen. They are visible when there is a white or light background. I been through TCL and Vizio with the same problem. I have no idea if it is from handling the product, or a manufacturer defect. I even gave the benefit of the doubt that the screen would fix itself. This process has been frustrating to say the least. I just want a quality product and enjoy a tv.",1
12/30/2023,"Aside from the home not being available in my country. Using the buttons from the remote to open up Netflix is useless. I can click the button 100 times and it would not open up Netflix until it wants to. I usually have to turn the tv off and on for it to work. Also, sometimes the screen completely blanks out on me for no reason at all. I’m unable to do anything with it. Even using the microphone button on the remote does not work for me. Not happy with this at all!",1
12/17/2023,Order left outside in the rain propped up sideways. Hopefully it will still function properly when it is set up simple knock on the door would've had it unloaded for you and brought inside out of the elements,1
11/11/2023,I received a used tv. Really disappointed. Screen cracked and spotty. A person's Netflix was signed in and all! On the box stated reduced rate. I payed full price for this TV. I returned it have to keep shopping around.,1
12/18/2023,I bought this on Black Friday and it came with foot prints all over it and the whole screen was busted.  I spoke to a customer service rep and they said they'd refund it but I haven't received anything for it.,1
11/25/2023,Unpackaged tv as per the Instructions. And once I turned it on the screen said Vizio then turned white with a black bar on the left side of the screen,1
12/13/2023,"I have never had any other brand TVs besides Vizio. The left side has stripes from top to bottom, the right top hand corner is blotchy, not to mention the volume is WAY too loud but then you can't hear it so you keep having to adjust the volume. I bought this 7 months ago. Disappointed would be an understatement",1
7/23/2023,When it come to appliance Walmart is not good to order . I ordered a 65 inch came shattered sent it back they sent me the same tv same box shattered not good Walmart,1
10/7/2023,How do I return a broken tv? I bought extended warranty and was setting up for cable man to hook up tomorrow and screen is busted! Box is gone. Now what?,1
5/12/2023,"Dislike totally, the TVs comes from third party , the box Comes open and with tape around the box inside looks tv used I send email to third party because for my information when I try to return in the store they told me that need to be with the third party retail, I bought online in walmart
App and I not know  that's was third party when I send email they just said returns me $50 for
My satisfaction and that's and I said
Not I want all My money back and the process for
Returns the TVs (2) I just waiting the answer very very bad experience with them RAWLAAS SURPLUS .",1
5/23/2023,"Disapointing purchase
I have owned 2 other Vizio tv's that gave us 10 years of service ..... but this one is a disaster
It started giving a flashing bar at the bottom .... followed by lines across the center of the screen 
Started at about 7 months of use and now it is about to go out ......
Not sure what to do with this thing",1
4/30/2023,I had this tv for two months then lines started showing up and after having it for only 5 months I got to turn it on and the tv was grey with multiple lines thankfully Vizio did have a warranty so we'll be able to get a new one but it's that's not something you want to do then do NOT waste time buying this tv,1
9/19/2023,"I was left in the front of the house….upside down and a damp concrete!
Customer service said they would send another one AND THEN TAKE THIS ONE BACK.
The appointment was right on time by himself, poor guy.
He was only the delivery service.
He apologized that he was only told it was a PICK UP.",1
12/31/2023,"Was excited to get this tv after reading the reviews / spending years without one. 

Unfortunately, the tv (which was dropped on the porch without a signature or even a knock) arrived damaged. The photo attached is from the first 30 minutes of use and the entire right side of the screen has degraded in the weeks since. What a waste of money. 

Walmart doesn’t have the option to speak with a representative to resolve, only a chatbot that talks you in circles without any customer support. Please offer a refund for damaged goods - or easy option for replacement of faulty merchandise!",1
7/15/2023,Will not connect to the Wi-Fi. I have to reconfigure the piece of crap EVERY time I turn the TV on. Waste of time and waste of money,1
2/14/2024,"I bought this TV and when it got delivered the screen was shattered.  There was no remote, power cord or legs.  I immediately let them know and was told to take it back to any Wal Mart store with bar code sent as receipt for refund by March 3.  I took it back and was told they would not except it because I did not buy it from that store.  The guy I was dealing with Ryan was the most rude unhelpful excuse of a manager and should be demoted to stock boy.  Then I get in touch with someone from the on line side of things and nothing works and he really cannot help and it would be 48 hours before problems would be fixed and 72 hours later and nothing.  He did tell me I would most likely have to take it to a fed ex to return but he was not real s...",1
11/27/2023,Two weeks and a line appeared across the screen now I have to watch it like that it's crap,1
12/3/2023,Order this tv twice and both times it arrived broken,1
8/19/2023,TV came with a cracked screen,1
7/18/2023,Don't buy this.  I hadn't even had it a week when it stopped working!!!,1
7/18/2023,My order came with the security protector still on it,1
1/31/2024,my tv came in broken. i got it all set up and when i go to turned it on this was what i see. i would like a new one set to me. i spent to much money for nothing .,1
9/10/2023,"Box came with a hole in it. I did not worry about it, because the screen was not cracked but as soon as I plugged it in, it was definitely broken.",1
8/10/2023,This is how my TV arrived. I got a refund but have to first box it up and set up a pickup what an inconvenience for me. Very disappointing.,1
12/30/2022,"TV worked great when i got it in march, then around September the display had random lines on it, it started to glitch out on me and started to flicker on and off. This is 6 months after getting the tv, now its essentially a 50 inch tv shaped paperweight that works sometimes. The worst part of all is that the tv I got was a gift and since i dont have the receipt for it vizo won't honor the warranty meaning i cant even get it replaced. I highly recommend that if you get this tv then please be wary, and keep the receipt for it if you can.",1
12/14/2021,"tv arrived quickly ,,(only one man truck)delivered it.   let tv sit in house 24 hours before unpacking and pluging it in.... the tv setup and worked for about 12 hours then started scan lines over the 2/3 of the picture ...Not all channels in watch free  did not work about 50 to 60% have lines over the picture...",1
2/24/2023,"I’ve had 2 of the same TV’s in the last year. The first tv stopped working after a few months, the display was not operable. Returned for a tv of the same brand size and series, it’s lasted about 6-8 month and have already developed lines across the tv so it’ll die any day now.",1
11/1/2022,"our tv did not come with a remote, we spent 2 hours on the phone to be hung up on then started a chat with someone that said someone else would come on and that never happened either! ill never purchase from Walmart online again! now we have a tv that we cant watch! great $800 not well spent!!",1
11/11/2022,"Worst TV ever. Every time I want to stream YouTube or videos from my phone it won’t work. Complete waste of money! I can’t even use my TV! I highly recommend looking into another item as this TV has caused problems since I got it. In multiple occasions when I use apps like HBO, Netflix, or the freeTV service it provides, the only thing that will show is a black screen! I have never written a review before on Walmart but I would like to save anyone else the trouble than to purchase this item.",1
10/14/2022,"If I could give this 0 stars I would. My previous tv was a Vizio and it has work beautifully for 10 years. This is why when I decided to get a new tv with a larger screen I got another Vizio. But this is a piece of junk. It work perfect for about  9 months. Now when it does turn on it has a 6” strip down the middle that is all messed up and white dotted light that run across the screen. I have never left a review on an item before but this is ridiculous, a $400 tv should work for more than 9 months. I used to trust Vizio's products but not any more. So mad and disappointed.",1
3/29/2023,Over.    Would not help.  Don’t buy anything unless you use right away.,1
7/25/2023,The screen was messed up on connection. Want the tv replaced and take the other one with you.,1
9/22/2023,"TV arrived damage, and I had to package and print the label myself for the return.",1
10/28/2023,"Be careful ordering delivery, as our item (75 in TV) was shoved into a small car and terribly damaged. We're hoping to have it set up that day.",1
12/4/2023,SLOW with refunding my money!!!  My TV arrived like this (picture)!!!  Can I get my money back as fast as you took it from my account???,1
2/10/2024,"Shipped and arrived on time however tv was destroyed. Shipped in only original retail box, no extra packing or protection.   Lesson learned.",1
12/17/2023,I bought the 50” Vizio tv on November 9th. It stopped working on December the 12th and Walmart refused to even give me store credit. This does not make me a happy camper. Just avoid them so you don’t get stuck with a piece of junk,1
1/20/2024,Carton was damaged. TV was damaged upon power up.,1
5/15/2023,TV arrived broken after i specifically wrote in the delivery description to handle items CAREFULLY. The screen is cracked.,1
1/21/2024,I didn't receive my item because the driver chose not to follow the directions. Therfore someone out there has a brand new t.v.,1
1/5/2024,"Got the TV on September 3, 2023 and it stopped working! I had to call Vizio because the screen kept popping in and out with a blue screen!",1
9/28/2023,"Well I get home from work, to put my new TV together and come to find out the screen has 2 cracks in it. looks like it was dropped.",1
9/5/2023,"Ups left tv standing on end in neighbor’s carport. Found it yesterday. We opened the box and removed the tv by directions. Cracked screen!
Do i return to local store?",1
9/2/2023,Can't use mirroring or airplay. We've been trying to connect and after my phone got connected it will not play movie. After a month it froze and we turned it off but it won't turn back on.,1
8/29/2023,My tv had came shipped to me broken! It had some sort of bubble in the to right corner. I had plugged the television up and all of these discolored lines were going vertically down on the right side smh.,1
12/27/2021,I bought this tv for my daughter for Christmas…when she opened the box the tv was dirty..the remote had a slimy substance on it and the legs that came with it were the wrong ones….I was so impressed……….I  could tell it had been rewrapped..,1
2/5/2023,I bought this TV in June 2022 and already has streaks and lines running through it with  a purple tint. It’s crazy to pay this much for something and not even last 1 year. My advice “buyer beware “!,1
9/23/2022,Flashed green since day 1 and finally today it was unresolvable. I would highly recommend NOT getting this TV and avoiding it at all costs. Waste of $300,1
7/14/2022,Unfortunately the TV is awesome but the delivery of it broke the screen on the right side. So I returned it. And went with Target purchase in stock for a 65in unfortunately,1
2/3/2023,"Do not buy. It worked fine after a couple of months, and that was it. The screen goes dark, and it glitches. So the worst TV ever. We go to two same Visio, And they are both acting up. I wish I could give it a zero star.",1
10/30/2023,Horrible there were so many cracks on the tv,1
12/24/2023,Tv arrived completely broken,1
12/16/2023,The TV arrived on time but the packaging was seriously damaged.,1
2/16/2024,"It was damage when they
delivered  it to me.",1
12/14/2023,Dislike the box and tv was damaged when I received the package. The package was left in yard just a few feet from a covered porch,1
7/16/2023,"What a waste of time, now I have to go to the store to retuned. My one star is not because of the actual tv. I have a Vizio and I really like it. 

This is not a 50” tv like this says, once you take it out and measure it is about 45”. I have one the size but I didn’t remember what size it was cause I got it a long time ago. So if you want something that is a actually 50” get the 55”, if you want a 60” get the 65”. They all are probably gonna be 5” less in size. Now I’m returning this one and getting a bigger one.",1
6/28/2023,"Do not recommend. I had this TV for an about a year when these random horizontal lines appeared one day after a software update. Present day (1 year and 3 months since purchase), the lines have taken over the entire screen (photo attached). Luckily, I purchased the warranty so I’m getting a refund (only for the TV, taxes not included) but I am highly disappointed. Also found out when contacting customer service for Vizio that there is a recall for this TV. Buyer beware!",1
12/29/2023,My TV was delivered damaged. Who do I call?,1
9/20/2023,TV CRACKED WHEN WE DECIDED TO PUT IT UP!!!!!,1
1/10/2024,The TV arrived damaged. I initiated a refund request.,1
9/6/2023,My TV was delivered earlier broken. Just getting home to address this issue,1
7/17/2023,"It came broken in this corner, I'm going to return it.",1
10/13/2023,I opened my tv brand new out the box to see it was broken,1
8/27/2023,I've had this tv for two months and there is a red line going through the screen,1
8/27/2023,My tv came all destroyed.,1
10/11/2022,I've had this TV for 4 months and its already broken!!! The screen turned black!!! I want a full refund or a replacement,1
12/29/2022,"This TV is damaged and defective within 1 year. This was purchased February 2022, and was not used till March 2022. The picture is messed up.",1
2/24/2023,I bought this tv april 3 2022 has been a year it’s not feb 24 2023 tv has horizontal lines going through it don’t not buy this tv,1
4/24/2023,"The box was opened and banged up, I spoke to someone yesterday and set up today for fed ex to pick it up and they haven’t as of yet",1
11/7/2023,Tv broke after one month.,1
11/14/2023,I didn't get a remote to my tv I'm kind of sad,1
11/18/2023,When i open the box the tv was bend on one side side,1
11/14/2023,Tv came broke and cracked,1
3/6/2022,Terrible buy!! I'm super bummed!! I love Vizio and have never had any problems!!  Now I get this one we're super excited!! And glitches so bad you can't even watch the tv and it just turns off!! Don't buy!!! Waste of your money!!!,1
12/21/2023,The tv not working,1
12/23/2022,have not had it even a year and there are lines all over screen with out being damaged.,1
1/21/2023,Tv came broken and the box was heavily damaged. Customer service rep had a attitude when I called.,1
10/11/2022,Box was completely damaged and tv was shattered. I was so upset,1
11/22/2022,"This tv went black, I can’t use it . It’s no picture and hasn’t even been a year",1
5/28/2022,Purchased the TV and left it up right inside and everything was cracked,1
9/15/2023,The screen is crack and was not seen until plugging it in,1
9/30/2023,Stains on the screen and issues with casting.,1
8/24/2023,"If you like watching/flipping local channels using the antenna input, you may want to look elsewhere. VIZIO has removed this option through rolling automatic updates and replaced it with their Watchfree interface. Unlike any other TV you have ever owned, you can not simply view local channels over the air via antenna input. You are forced to use their sluggish, laggy, and inefficient guide - alternative you can scroll channels up/down if you want to wait several seconds between channels and with no channel number/info displayed, and frequent spinning wheels. It's worse than a hotel TV. Also worth mentioning - you have no ability to remove or block apps that are factory installed on your TV - and there are a lot of them. There is little if a...",1
1/18/2024,"The sound makes a wavy going from audible to inaudible if you try the Bluetooth feature with 'any' bluetooth item. When an infrared sound cord is used, sound will work to that item like the Dish DVR box, but Bluetooth is inoperable %26 will not give solid audible sound but that waving in %26 out warped sound. The audio electrical panel component of this TV was made incorrectly. There is also no auxiliary 3.5 plug option on the TV which would've made this lengthy learning about the system situation go much easier. It's really too bad because it's such a good idea to have all these sound features named available but they are not actually available-one thing or another shuts out Bluetooth ability to even work. I have spent more time tinkering ...",1
3/13/2022,"Picture went out after 4 months. Vizio claimed through a picture we sent, that the screen must have been hit by something. That wasn't true.",1
11/28/2023,The tv arrived damaged,1
2/12/2024,"I have had a few Vizio TV's, and this one has been the worse purchase of them all.  I purchased this tv less than 2 years ago, have only used it only a handful of times, and the picture is completely out. For as little as this tv has been used, there is absolutely no reason for it to have any issues whatsoever, let alone no picture. Very disappointing and I would not recommend!",1
1/27/2024,"Please do not buy this tv. It burnt our wall, caused a plastic melting smell, and it's hot to touch. It's not safe and I wouldn't recommend this tv to anyone. Vizio customer service is a joke. I called them multiple times to get a solution and they pushed it off on the distributor. They were not helpful",1
2/7/2024,"i purchased this TV because I heard Vizio was a good brand, however after less than 6 months of ownership the TV started having connectivity issues and I would get a purple issue screen. I called Vizio at least a half a dozen times and they would ""trouble shoot"" it. Eventually they sent a repair man out to change the motherboard, I asked the repair man if there were a lot of reports of this issue and he said that there were. After the motherboard swap it still continued to have the same diconnect issue so Inproceeded to call the service center. I finlly got them to send me a refurbished Vizio TV which arrived last Friday and low and behold, tonight, I get the same issue. save your self the headache, frustration and countless calls to Vizio ...",1
11/22/2023,I just plugged the tv in and it is damaged…this is how I am starting my holiday with a damaged tv,1
5/28/2023,Worked less than a week before the screen started to get lines all through it.,1
6/21/2023,came out broken from a corner,1
5/31/2023,The tv came with a screen issue,1
4/6/2023,"Ordered a brand new tv, was sent one from a 3rd party refurbished/used missing power cord, manual, and screws. Tried to get help on issue, told to wait 48 hours, no one called back or emailed. When calling in to Walmart again told they responded to Walmart not me and offered $35. VERY disappointed. Waited an hour and a half on the phone between 5 different people to be told to wait another 48 hours to get a refund from the 3rd party, and if they don't contact me to call back in for Walmart's amazing phone help system again.",1
8/14/2023,Tv is broke,1
3/4/2023,if it would let me I would of did no stars I can not believe what my camera caught on camera the lady hit just about every stair and then slammed it on the ground and i have the   video and it was a 65 inch Tv i am very upset with how she treated someone stuff and act like it was ok for her to do that to me should care about her job and FedEx name not act like its this day over with,1
8/24/2023,Broken !!!,1
8/18/2023,Broken,1
6/30/2023,Screen is broken,1
8/4/2023,Not worth it,1
9/17/2023,It was crushed,1
7/23/2023,Tv was damage,1
5/4/2023,"What is the driver thinking when you are delivering to a BUSINESS address, the business is clearly CLOSED since it was after 6:00PM.  And the driver leaves TWO 55"" LED TV'S AT THE FRONT DOOR IN THE RAIN.  Brilliant.....
And no discernment on the part of the driver that it just might be a good idea to reschedule the delivery??  Someone in corporate needs to get out in the trenches and see what is really happening!!!!",1
1/9/2024,"What can I say? This TV only lasted 13 months. Screen randomly went black yesterday. I had my old TV for 10 years and sold it for $50. It was still working great.

Decided to “upgrade” and this thing couldn't even make it 2 years. Vizio couldn't care less. They did nothing. Based on how long this product lasted and based on Vizio's response, I do not recommend you purchase Visio products. There's another company that makes quality products and their stand behind their products.

I will contact Walmart to see if there is anything they can do and I will update this review accordingly.",1
12/29/2023,Please don’t waste your money. I have been a long time customer of Vizio but unfortunately every 2-3 years the TVs stop connecting to the internet and streaming is impossible. I have 2 Vizios that stopped working recently. One from 2015 the other from 2021 😠. I cant believe I continue to waste my money on Vizio. The warranty is only 1 year and after that your on your own. Horrible TV. Buying a different brand. Do not waste your money.,1
8/26/2023,"If I could give a negative star, I would!!! This tv has awful quality! It keeps lagging, doesn't have a lot of apps to download like other tvs do. Even when I try to connect soemthing on my hdmi it won't let me click on the input or it won't even work. I've had this tv for less than a month and I've had to turn it off and unplug it sooo many times!!! So disappointed and I would never buy this brand again!!!",1
9/13/2023,"i will stay away from vizio products now.  netflix app makes the tv crash, unable to even load netflix, all other apps work but no netflix.  ""Watchfree"" app keeps taking over local channels and it takes forever to load... i beleive vizio updated their prodcuts and it only ended up being worse. i tried factory resetting tv, still get a black screen when netflix tries to load... i might of just gotten a bad batch... who knows",1
11/14/2021,Half of the TV screen stopped working properly in 3 months of purchase with relative minimum daily use.,1
3/20/2023,I got this tv delivered and never opened it until today and the screen is broken. Never even been pluggged in. Don’t trust Walmart,1
1/31/2024,"2 years later, almost to the day i bought it, it started to glitch out. It has stripes all through it. i have to get a new one and it will not be this one.",1
10/8/2022,"I’m not able to watch my TV. The apps aren’t working, I can’t cast from my iPad, and the screen is blank or does some weird Poltergeist thing as shown in the picture I attached. I’ve only had this TV for three months. I’ll never buy another Vizio.",1
1/27/2024,I bought this TV in 2021. It has sat in the same place since I bought it about 6 months ago the first line showed up on the screen and now they're everywhere. How does that even happen? Dont buy it.,1
12/14/2023,NEVER SHOP AT THE 1901 Tchoupitoulas Walmart . The scammed me out 400$ by having the wrong tv in the box for purchase %26 I couldn't return because the serial numbers don't match . The customer service were rude . Not help at all trying to resolve my issue,1
12/2/2023,"so, i came here to write my honest review after having this tv for 1 yr 6 mo so far.  Up until now, the tv was great! i have this in my room,  BUT today has been flickering with green and purple lines, very annoying and DISSAPPOINTED! that this tv didn't even last me 2 years! 

so no, i DO NOT recommend this tv... go with another brand,especially if the tv won't last you longterm....",1
12/10/2023,"Less than a year of use and it has white vertical lines entirely across the screen. I have tried all ofcthe regular fixes and nothing works.I cant find the receipt, i guess I am out of luck because walmart cant look it up on-line or in store and the company requires it.",1
12/23/2023,"I bought the 43 inch tv had for 6 months . Screen turned white with big black line on left side. Spoke to 3 different reps sent pics. They wanted to put a hold on my credit card to send out replaced reconditioned tv. They sent out the tv it was melted on the left console side and would get hot to touch. I call back sent pictures. Wanted  a refund at this time . They refused going to send out another reconditioned one. I'm 65 years old I'm having to box up and take both tv back to ups alone. Still don't have a tv , this customer service department is terrible to deal with. Can't take it to Walmart it's been 6 months you must deal with manufacturer. Please read the warranty on any Vizio tv you give up all your right of any damages that the tv...",1
4/12/2023,After only having a couple months some horizontal lines appeared. Worse over time and on orange/pink screens. Now at a year it flickers. Wish I would have bought something else.,1
2/6/2024,"I would Not recommend having any electronics delivered from Wal-Mart. This is the second 50"" TV that I've had delivered within the past couple of years that they're damaged upon coming out of the box. This time the screen was completely shattered! Now the hassle of maneuvering to fit into my small car %26 back to the store, which is why I wanted it delivered in the first place as to not have this headache. There is an option to have it picked up but I'm not too sure if the TV  could survive the delivery trip back to the store looking at what it looked like upon arrival...",1
2/20/2024,never received it  FedEx dropped it off who knows where but not at my house  and cannot get anywhere where with FedEx or seller or Walmart to find wher there dropped it off at show a picture of house I've never seen before it not mine very disappointed,1
2/16/2024,I purchased a 65” Vizio flatscreen.. The tv came and the box was beat up. I opened the box and the tv was used.. had no cord or remote… The tv had scratches on the bottom. I returned it to Walmart in store. They initially did not want to take it back but they ended up doing so. I have still yet to reach anyone about getting a refund on my protection plan..,1
2/13/2024,ordered tv was supposed to be delivered next day. the other items we ordered were delivered but not the tv. store says it was delivered so only conclusion I can come to is that the driver kept the tv. we called the 1-800 number and they told us we had a package being delivered by fedex but when we received it it was only granola bars. called walmart and they said we received it with the rest of the groceries that were delivered the day after we placed the order but could not show us a picture of it being delivered. finally was able to get a ONE TIME refund. only will use in home delivery from now on where an actual employee delivers products.,1
6/25/2023,It was broken,1
2/17/2024,"Shipment supposedly arrived while I was sitting on porch.  FedEx has access to a Great invisibility cloak, so good they avoided my Ring doorbell.  Walmart says I must wait two days, it might show up.  FedEx says my address wasn't on shipping label.  Seller (scammer) conveniently does not answer phone and has no message on answering service.  I'm happy Walmart protects their consumers that trust our purchases are from them and only them.",1
2/4/2024,"The TV keeps shutting off by itself.  You will be watching a show and it will kick you right back out to the home screen. sometimes it takes hours before it works again, I would never buy this model again.  The sound in the TV is terrible.  i have to have it up to 100(highest) just to hear it from less that 4 feet away.  this is the worst purchase i have ever made.",1
2/20/2024,Buyer Beware Ordered a TV and Tv mount only delivery was Mount no explanation no one could assist was told to request refund and reorder. No one would answer phone in the Delivery dept and Driver closed out ticket knowing order was not the complete order. Spoke to 7 different Customer Service reps and not one took accountability. All offered to process refund. This was a surprise gift for my Sis in law and I am the one surprised as she now has a wall mount only and the surprise is foiled. How can Walmart tell me to request refund and REORDER…Why would i trust them on another order when they got this one messed up. Driver should not have closed out ticket because he took pic of the one item he delivered. Go elsewhere if you want Customer Ser...,1
2/12/2024,"I ordered this for next day pick up. All reviews of delivery (of most tvs on Walmart.com) show damage at receipt with little to no resolution from support. I opted to pick up. I ordered it and it showed availability at several locations. I picked one and the next day it informed me that it now wasn't available UNLESS I wanted shipping. I called customer service to where the person argued with me that my card wasn't charged and they immediately cancelled the order. I went on the website, it's still showing pick up today and in stock at the store. Now I have a ten day hold on $300 when I could have just gone to the store myself
To purchase and saved the headache. Do yourself a favor and get this from Target or ANYWHERE else",1
2/5/2024,"This is a review for the third party seller (Itronics). I purchased a 65"" Tv  from Walmart's third party seller Itronics. on the day I was supposed to receive it They e-mailed me and told me my order was canceled do to a delay in shipping.  I would have waited but they gave me no choice. I got a great price on this and I believe this is why they canceled this order. Very poor way to business. Wal-mart should step up and take care of this issue.",1
2/8/2024,"Disliked. Never received TV on delivery day. Called corporate today. The first person said it was still being delivered but delayed. She wanted to know if i wanted a refund.  I explained to her i ordered the TV for 199.99 and now the price was 399.00 but they would refund what i paid and the difference in the price. she explained that i could reorder the T.V. and it would be here tomorrow. 
She put me on hold and then a man picked up. He was rude and told me they wouldn't refund the price for the TV now. They will refund what i paid in 10 days and i would have to pay the difference even though none of this is my fault. Lost money from work to sit and what on it duy to the app said ot was out for delivery.  This morning it changed saying it ...",1
1/24/2024,the tv arrived and the packaging was fine. got it connected and it had large lines down the side. that is a problem with vizio. now i started the return the next day and its been 12 days and still no refund and cannot buy another tv until this one is refunded. i called several times and got absolutly no help. now they gave me a refund date that is more than 2 weeks past the date of delivery. i will never purchase a big ticket item from Walmart again. just waiting for my refund to go to best buy. again Walmart has the worst customer service ever!!!  I wish I couldve picked 0 stars but it forces you to pick at least 1.,1
11/22/2023,The driver was very very rude and cursing at my mother and everything. Also he was complaining about bring the tv up to my apartment like that's what I pay for. Also he said that my tv might be messed up because he didn't have help with the tv. I'm very disappointed and the driver needs to be checked because that wasn't right of him to be using foul language at my mother.,1
11/28/2023,never order anything from walmart.com again bought a TV package online and they sent everything but the tv called and they said they left the TV out and now it was out of stock had to go to another 15 miles away and get the tv then wouldn't sell it to me for the sales price and was told that they would end up paying  more than i orginaly  would have,1
1/19/2024,"We purchased our Vizio 65 inch tv at our Walmart store.  The tv only worked for a little over 2 weeks before the picture went out.  We turned it off and back on but still had no picture, only a lot of verticle colored lines.",1
12/29/2023,The TV was great until a couple of days ago. The audio completely stopped working no matter what we did to try and fix it. It is not worth the trouble of loosing audio after only having it for about a year.,1
6/23/2023,Walmart hired a third party delivery company Spark and they stole my television forged a signature and never delivered. The worst part about is is Walmart never refunded my money or tried to deliver another television. They didn’t even try to contact the driver,1
10/6/2023,This tv stopped working after 3 years. There was no damage to it. The item is simply defective. These VZIO televisions tend to have issues with their back lights shorting out. It's more expensive to fix than to replace. Now all I see when I turn on the tv are multicolored lines!,1
7/4/2023,Got my 50 inch Vizio TV as a present middle of last year and today got like a white screen at the top called customer service but they couldn’t help and out of warranty and this was a present for me now it’s worthless. Do not buy this whatever you do.,1
